Zeit_UTC;°C_Umgebung;kW_gemessen;kW_gem_Umluftkassetten
2020-02-12 20:20:00;0.2;4.827684;0.177728
2020-02-12 20:30:00;0.1;4.816822;0.171725
2020-02-12 20:40:00;0.2;4.810954;0.178978
2020-02-12 20:50:00;0.2;4.844122;0.175286
2020-02-12 21:00:00;0.2;5.369032;0.178218
2020-02-12 21:10:00;0.3;8.28982;0.17566
2020-02-12 21:20:00;0.1;8.27375;0.17802
2020-02-12 21:30:00;0.1;10.839902;0.175976
2020-02-12 21:40:00;0.2;10.738636;0.174468
2020-02-12 21:50:00;0.2;10.781064;0.17315
2020-02-12 22:00:00;0.2;12.255222;0.175164
2020-02-12 22:10:00;0.1;9.15004;0.173188
2020-02-12 22:20:00;0.1;0.171746;0.170408
2020-02-12 22:30:00;0.1;0.170402;0.178
2020-02-12 22:40:00;0.1;0.1702;0.180292
2020-02-12 22:50:00;0.2;0.166006;0.176634
2020-02-12 23:00:00;0.1;0.175272;0.179132
2020-02-12 23:10:00;0.2;0.171238;0.175156
2020-02-12 23:20:00;0.3;0.172876;0.176224
2020-02-12 23:30:00;0.4;0.169938;0.177906
2020-02-12 23:40:00;0.5;0.169768;0.179574
2020-02-12 23:50:00;0.5;0.17305;0.180524
2020-02-13 00:00:00;0.5;0.175472;0.174836
2020-02-13 00:10:00;0.5;0.167164;0.176912
2020-02-13 00:20:00;0.5;0.171152;0.175246
2020-02-13 00:30:00;0.5;0.173518;0.178848
2020-02-13 00:40:00;0.4;0.171482;0.180053
2020-02-13 00:50:00;0.3;0.172642;0.17683
2020-02-13 01:00:00;0.3;0.172102;0.173786
2020-02-13 01:10:00;0.3;0.167852;0.17488
2020-02-13 01:20:00;0.2;0.17576;0.175582
2020-02-13 01:30:00;0.2;0.172566;0.174606
2020-02-13 01:40:00;0.2;0.17988;0.179384
2020-02-13 01:50:00;0.3;0.169762;0.173834
2020-02-13 02:00:00;0.2;0.169918;0.172458
2020-02-13 02:10:00;0.0;0.171782;0.175654
2020-02-13 02:20:00;-0.1;0.171672;0.175375
2020-02-13 02:30:00;-0.1;-999.0;-999.0
2020-02-13 02:40:00;0.2;-999.0;-999.0
2020-02-13 02:50:00;0.1;-999.0;-999.0
2020-02-13 03:00:00;0.0;0.171088;0.177202
2020-02-13 03:10:00;-0.2;0.171635;0.174088
2020-02-13 03:20:00;-0.1;0.169168;0.170795
2020-02-13 03:30:00;-0.3;0.174317;0.17218
2020-02-13 03:40:00;-0.2;0.167092;0.172204
2020-02-13 03:50:00;-0.2;0.169626;0.17177
2020-02-13 04:00:00;-0.1;0.16772;0.171196
2020-02-13 04:10:00;-0.5;0.167754;0.171776
2020-02-13 04:20:00;-0.7;0.172;0.169516
2020-02-13 04:30:00;-0.5;0.17011;0.16942
2020-02-13 04:40:00;0.0;0.169256;0.167658
2020-02-13 04:50:00;0.0;0.169788;0.176738
2020-02-13 05:00:00;-0.6;0.175964;0.176554
2020-02-13 05:10:00;-0.6;0.174782;0.174008
2020-02-13 05:20:00;-0.6;0.174568;0.167188
2020-02-13 05:30:00;-0.1;0.16735;0.165262
2020-02-13 05:40:00;-0.3;0.16917;0.16753
2020-02-13 05:50:00;-0.8;0.163904;0.16801
2020-02-13 06:00:00;-0.3;0.168794;0.163608
2020-02-13 06:10:00;-0.9;0.164018;0.164274
2020-02-13 06:20:00;0.0;0.160316;0.164178
2020-02-13 06:30:00;-0.5;0.160548;0.15981
2020-02-13 06:40:00;-0.5;0.163158;0.161864
2020-02-13 06:50:00;-0.2;0.161938;0.16278
2020-02-13 07:00:00;-0.1;0.19567;0.168556
2020-02-13 07:10:00;-0.5;0.161022;0.168262
2020-02-13 07:20:00;-0.9;0.198998;0.173716
2020-02-13 07:30:00;-1.2;0.234186;0.165704
2020-02-13 07:40:00;-1.2;0.171202;0.171277
2020-02-13 07:50:00;-1.1;0.192658;0.174906
2020-02-13 08:00:00;-0.9;0.1776;0.170362
2020-02-13 08:10:00;-0.9;0.164098;0.173914
2020-02-13 08:20:00;-1.0;0.199448;0.172495
2020-02-13 08:30:00;-0.9;0.265698;0.170404
2020-02-13 08:40:00;-0.8;1.436863;0.167888
2020-02-13 08:50:00;-0.6;8.670932;0.164918
2020-02-13 09:00:00;-0.5;9.772058;0.158098
2020-02-13 09:10:00;-0.2;7.198708;0.162582
2020-02-13 09:20:00;0.1;5.912826;0.167832
2020-02-13 09:30:00;0.1;5.117198;0.167756
2020-02-13 09:40:00;0.6;4.799935;0.170612
2020-02-13 09:50:00;1.0;4.781632;0.17448
2020-02-13 10:00:00;1.2;4.780067;0.166385
2020-02-13 10:10:00;1.4;4.791186;0.174576
2020-02-13 10:20:00;1.6;4.798054;0.169284
2020-02-13 10:30:00;2.0;4.821708;0.170376
2020-02-13 10:40:00;2.3;4.799032;0.172438
2020-02-13 10:50:00;2.3;4.82025;0.168868
2020-02-13 11:00:00;2.3;4.866322;0.169234
2020-02-13 11:10:00;2.2;4.857328;0.155118
2020-02-13 11:20:00;2.5;4.849218;0.152114
2020-02-13 11:30:00;2.6;4.855714;0.152734
2020-02-13 11:40:00;2.9;4.863488;0.17255
2020-02-13 11:50:00;3.3;4.857488;0.17304
2020-02-13 12:00:00;3.2;4.852357;0.156878
2020-02-13 12:10:00;3.2;4.836738;0.150624
2020-02-13 12:20:00;3.4;4.84596;0.153242
2020-02-13 12:30:00;3.4;4.830172;0.156214
2020-02-13 12:40:00;3.4;4.77962;0.158534
2020-02-13 12:50:00;3.6;4.798198;0.161816
2020-02-13 13:00:00;3.8;4.792286;0.171588
2020-02-13 13:10:00;3.8;4.788222;0.170866
2020-02-13 13:20:00;3.7;4.815132;0.16839
2020-02-13 13:30:00;4.0;4.774004;0.171502
2020-02-13 13:40:00;3.8;4.766573;0.174015
2020-02-13 13:50:00;3.8;4.723978;0.171928
2020-02-13 14:00:00;3.6;4.7466;0.168318
2020-02-13 14:10:00;3.8;4.72442;0.168914
2020-02-13 14:20:00;3.7;4.724762;0.164372
2020-02-13 14:30:00;3.5;4.719826;0.170806
2020-02-13 14:40:00;3.7;4.716716;0.166596
2020-02-13 14:50:00;3.3;4.728906;0.169108
2020-02-13 15:00:00;3.2;4.735518;0.166508
2020-02-13 15:10:00;3.5;4.734496;0.166234
2020-02-13 15:20:00;3.5;4.729832;0.166408
2020-02-13 15:30:00;3.5;4.716788;0.165226
2020-02-13 15:40:00;3.4;4.715704;0.168078
2020-02-13 15:50:00;3.2;4.714512;0.169152
2020-02-13 16:00:00;2.9;4.696948;0.165712
2020-02-13 16:10:00;3.2;4.720268;0.169108
2020-02-13 16:20:00;3.2;4.720475;0.164217
2020-02-13 16:30:00;3.5;4.724115;0.169545
2020-02-13 16:40:00;3.4;4.70663;0.167304
2020-02-13 16:50:00;3.2;4.720864;0.163092
2020-02-13 17:00:00;3.4;4.713408;0.16761
2020-02-13 17:10:00;3.4;4.736886;0.174396
2020-02-13 17:20:00;3.0;4.724417;0.172738
2020-02-13 17:30:00;2.8;4.735148;0.16972
2020-02-13 17:40:00;3.1;4.722834;0.1668
2020-02-13 17:50:00;2.6;4.719246;0.167526
2020-02-13 18:00:00;3.0;4.720784;0.166752
2020-02-13 18:10:00;2.9;4.70513;0.166776
2020-02-13 18:20:00;2.9;4.712478;0.170358
2020-02-13 18:30:00;2.6;4.73282;0.164876
2020-02-13 18:40:00;2.7;4.720942;0.165272
2020-02-13 18:50:00;2.7;4.710218;0.171186
2020-02-13 19:00:00;3.4;4.72967;0.169596
2020-02-13 19:10:00;3.8;4.734018;0.174474
2020-02-13 19:20:00;3.5;4.73716;0.179
2020-02-13 19:30:00;3.3;4.747494;0.172894
2020-02-13 19:40:00;2.6;4.731742;0.17762
2020-02-13 19:50:00;2.8;4.712648;0.174538
2020-02-13 20:00:00;3.1;4.717296;0.177294
2020-02-13 20:10:00;3.9;4.759946;0.176964
2020-02-13 20:20:00;2.9;4.746088;0.180656
2020-02-13 20:30:00;2.7;4.733228;0.171206
2020-02-13 20:40:00;3.4;4.745602;0.172156
2020-02-13 20:50:00;3.8;4.748218;0.173382
2020-02-13 21:00:00;3.6;4.75028;0.170018
2020-02-13 21:10:00;4.0;6.862622;0.172052
2020-02-13 21:20:00;4.4;9.095098;0.171082
2020-02-13 21:30:00;4.6;7.916592;0.17183
2020-02-13 21:40:00;4.7;7.851056;0.17198
2020-02-13 21:50:00;4.9;8.591978;0.173908
2020-02-13 22:00:00;4.7;8.93319;0.176908
2020-02-13 22:10:00;4.6;7.27208;0.172708
2020-02-13 22:20:00;4.6;0.176082;0.17368
2020-02-13 22:30:00;4.4;0.168778;0.175126
2020-02-13 22:40:00;4.5;0.168865;0.17066
2020-02-13 22:50:00;4.7;0.170922;0.174878
2020-02-13 23:00:00;4.5;0.171476;0.17709
2020-02-13 23:10:00;4.5;0.17269;0.17975
2020-02-13 23:20:00;4.5;0.168846;0.175658
2020-02-13 23:30:00;4.6;0.161764;0.176054
2020-02-13 23:40:00;4.6;0.155143;0.182298
2020-02-13 23:50:00;4.6;0.170448;0.177762
2020-02-14 00:00:00;4.7;0.17444;0.176738
2020-02-14 00:10:00;4.4;0.173568;0.179208
2020-02-14 00:20:00;4.7;0.171456;0.17414
2020-02-14 00:30:00;4.6;0.167152;0.1795
2020-02-14 00:40:00;4.6;0.164988;0.175086
2020-02-14 00:50:00;4.7;0.168842;0.177396
2020-02-14 01:00:00;4.6;0.172754;0.177857
2020-02-14 01:10:00;4.6;0.17211;0.176108
2020-02-14 01:20:00;4.8;0.169186;0.1812
2020-02-14 01:30:00;5.0;0.1668;0.177094
2020-02-14 01:40:00;5.0;0.16928;0.176282
2020-02-14 01:50:00;5.5;0.175586;0.17403
2020-02-14 02:00:00;5.4;0.187154;0.177572
2020-02-14 02:10:00;5.3;0.167512;0.176036
2020-02-14 02:20:00;5.1;0.170836;0.178752
2020-02-14 02:30:00;5.1;0.21827;0.175238
2020-02-14 02:40:00;4.9;0.171006;0.177728
2020-02-14 02:50:00;4.9;0.177582;0.177256
2020-02-14 03:00:00;5.0;0.18871;0.176302
2020-02-14 03:10:00;4.7;0.172042;0.176994
2020-02-14 03:20:00;4.6;0.17929;0.178928
2020-02-14 03:30:00;4.8;0.198762;0.18105
2020-02-14 03:40:00;4.7;0.181077;0.176906
2020-02-14 03:50:00;4.6;0.180484;0.176802
2020-02-14 04:00:00;4.3;0.19672;0.179674
2020-02-14 04:10:00;4.1;0.176016;0.175842
2020-02-14 04:20:00;4.0;0.177272;0.17495
2020-02-14 04:30:00;3.8;0.17676;0.175508
2020-02-14 04:40:00;3.7;0.167862;0.171502
2020-02-14 04:50:00;3.7;0.166964;0.17426
2020-02-14 05:00:00;3.6;0.169738;0.172826
2020-02-14 05:10:00;3.7;0.170234;0.172414
2020-02-14 05:20:00;3.8;0.171312;0.171446
2020-02-14 05:30:00;3.9;0.16856;0.170347
2020-02-14 05:40:00;3.8;0.171508;0.171532
2020-02-14 05:50:00;3.7;0.174322;0.174926
2020-02-14 06:00:00;4.0;0.173812;0.173024
2020-02-14 06:10:00;4.1;0.189612;0.170822
2020-02-14 06:20:00;4.0;0.182082;0.175262
2020-02-14 06:30:00;4.0;0.168646;0.173976
2020-02-14 06:40:00;4.1;0.186824;0.176652
2020-02-14 06:50:00;4.2;0.173176;0.174452
2020-02-14 07:00:00;4.1;0.170654;0.176686
2020-02-14 07:10:00;4.3;0.173952;0.17711
2020-02-14 07:20:00;4.4;0.184576;0.174804
2020-02-14 07:30:00;4.5;0.192702;0.176094
2020-02-14 07:40:00;4.5;0.197608;0.175972
2020-02-14 07:50:00;4.6;0.190954;0.173684
2020-02-14 08:00:00;4.5;0.198256;0.171874
2020-02-14 08:10:00;4.5;0.191185;0.169122
2020-02-14 08:20:00;4.7;0.191178;0.171626
2020-02-14 08:30:00;4.8;0.194098;0.170092
2020-02-14 08:40:00;4.9;1.109136;0.174952
2020-02-14 08:50:00;4.8;6.816476;0.170748
2020-02-14 09:00:00;5.0;9.421912;0.164602
2020-02-14 09:10:00;4.9;6.170356;0.162568
2020-02-14 09:20:00;4.9;4.805312;0.163138
2020-02-14 09:30:00;4.9;4.798128;0.168804
2020-02-14 09:40:00;5.1;4.785694;0.169244
2020-02-14 09:50:00;5.0;4.789897;0.164612
2020-02-14 10:00:00;5.2;4.796872;1.00931
2020-02-14 10:10:00;5.1;4.78431;0.49856
2020-02-14 10:20:00;5.2;4.805054;0.71155
2020-02-14 10:30:00;5.3;4.783698;0.153288
2020-02-14 10:40:00;5.4;4.774568;0.486028
2020-02-14 10:50:00;5.6;4.804136;0.728898
2020-02-14 11:00:00;5.7;4.814732;1.058932
2020-02-14 11:10:00;5.5;4.767835;0.15862
2020-02-14 11:20:00;5.6;4.78871;0.152196
2020-02-14 11:30:00;5.7;4.782004;0.740952
2020-02-14 11:40:00;5.9;4.76456;0.157014
2020-02-14 11:50:00;6.5;4.76979;0.151002
2020-02-14 12:00:00;6.7;4.772452;1.083354
2020-02-14 12:10:00;6.5;4.761178;0.160466
2020-02-14 12:20:00;6.3;4.78084;0.15161
2020-02-14 12:30:00;6.2;4.818044;0.150398
2020-02-14 12:40:00;5.2;4.752552;1.044448
2020-02-14 12:50:00;5.5;4.762542;0.171576
2020-02-14 13:00:00;5.7;4.804772;0.150414
2020-02-14 13:10:00;5.8;4.750856;0.154358
2020-02-14 13:20:00;6.4;4.767576;0.148878
2020-02-14 13:30:00;6.3;4.776498;0.152434
2020-02-14 13:40:00;6.5;4.779196;0.150048
2020-02-14 13:50:00;6.5;4.777714;0.772962
2020-02-14 14:00:00;6.2;4.806068;0.171526
2020-02-14 14:10:00;6.0;4.84271;0.150367
2020-02-14 14:20:00;5.9;4.819606;0.15449
2020-02-14 14:30:00;5.9;4.83012;0.151012
2020-02-14 14:40:00;5.9;4.839562;0.15211
2020-02-14 14:50:00;6.0;4.813975;0.150344
2020-02-14 15:00:00;6.1;4.780658;0.146474
2020-02-14 15:10:00;5.9;4.801788;0.14996
2020-02-14 15:20:00;5.8;4.790392;0.150178
2020-02-14 15:30:00;5.8;4.774512;0.150036
2020-02-14 15:40:00;5.7;4.769422;0.146634
2020-02-14 15:50:00;5.6;4.77106;0.148796
2020-02-14 16:00:00;5.6;4.780468;0.153722
2020-02-14 16:10:00;5.5;4.767682;0.150054
2020-02-14 16:20:00;5.4;4.762646;0.147888
2020-02-14 16:30:00;5.3;4.75576;0.142854
2020-02-14 16:40:00;5.1;4.77377;0.152782
2020-02-14 16:50:00;5.1;4.75028;0.14633
2020-02-14 17:00:00;5.1;4.749086;0.150646
2020-02-14 17:10:00;5.0;4.764242;0.148594
2020-02-14 17:20:00;5.2;4.7767;0.15225
2020-02-14 17:30:00;4.6;4.756438;0.151045
2020-02-14 17:40:00;4.3;4.77142;0.152334
2020-02-14 17:50:00;4.2;4.774724;0.15509
2020-02-14 18:00:00;4.3;4.771704;0.156298
2020-02-14 18:10:00;4.1;4.796486;0.154116
2020-02-14 18:20:00;4.3;4.799874;0.156946
2020-02-14 18:30:00;4.3;4.774465;0.157143
2020-02-14 18:40:00;4.2;4.772242;0.158816
2020-02-14 18:50:00;4.2;4.823842;0.15461
2020-02-14 19:00:00;4.3;4.802644;0.160324
2020-02-14 19:10:00;4.3;4.837178;0.15819
2020-02-14 19:20:00;4.2;4.802156;0.156618
2020-02-14 19:30:00;4.2;4.797554;0.156844
2020-02-14 19:40:00;4.1;4.811434;0.157932
2020-02-14 19:50:00;4.1;4.797543;0.158388
2020-02-14 20:00:00;4.1;4.792796;0.158246
2020-02-14 20:10:00;4.0;4.79026;0.159496
2020-02-14 20:20:00;4.1;4.783436;0.162744
2020-02-14 20:30:00;4.1;4.797934;0.16162
2020-02-14 20:40:00;4.0;4.79955;0.155088
2020-02-14 20:50:00;3.9;4.801756;0.156574
2020-02-14 21:00:00;4.0;4.82679;1.371052
2020-02-14 21:10:00;4.0;4.839045;0.170792
2020-02-14 21:20:00;3.9;7.899166;1.08573
2020-02-14 21:30:00;3.9;7.46584;0.916802
2020-02-14 21:40:00;3.9;7.831124;0.170814
2020-02-14 21:50:00;3.9;7.603926;0.993392
2020-02-14 22:00:00;3.8;8.33869;0.501334
2020-02-14 22:10:00;3.8;6.51078;0.61868
2020-02-14 22:20:00;3.7;0.179364;0.159158
2020-02-14 22:30:00;3.8;0.174504;0.16
2020-02-14 22:40:00;3.8;0.173886;0.15946
2020-02-14 22:50:00;3.7;0.170322;0.157932
2020-02-14 23:00:00;3.6;0.1683;0.155308
2020-02-14 23:10:00;3.6;0.17358;0.152234
2020-02-14 23:20:00;3.5;0.172938;0.158348
2020-02-14 23:30:00;3.6;0.174798;0.155226
2020-02-14 23:40:00;3.4;0.17428;0.154938
2020-02-14 23:50:00;3.5;0.179094;0.156276
2020-02-15 00:00:00;3.4;0.175492;0.154696
2020-02-15 00:10:00;3.5;0.16934;0.15872
2020-02-15 00:20:00;3.7;0.164676;0.156656
2020-02-15 00:30:00;3.7;0.164778;0.154056
2020-02-15 00:40:00;3.7;0.165348;0.156742
2020-02-15 00:50:00;3.8;0.170336;0.15585
2020-02-15 01:00:00;3.9;0.165588;0.155438
2020-02-15 01:10:00;3.6;0.170992;0.156448
2020-02-15 01:20:00;3.6;0.167198;0.159206
2020-02-15 01:30:00;3.7;0.163014;0.157078
2020-02-15 01:40:00;3.5;0.160955;0.15331
2020-02-15 01:50:00;3.3;0.167902;0.155176
2020-02-15 02:00:00;3.3;0.164776;0.157298
2020-02-15 02:10:00;3.1;0.169504;0.156006
2020-02-15 02:20:00;3.2;0.168232;0.153282
2020-02-15 02:30:00;3.2;0.165278;0.158322
2020-02-15 02:40:00;3.2;0.164172;0.156098
2020-02-15 02:50:00;3.1;0.169808;0.15755
2020-02-15 03:00:00;2.8;0.168758;0.1578
2020-02-15 03:10:00;2.8;0.17074;0.157654
2020-02-15 03:20:00;2.8;0.170065;0.158553
2020-02-15 03:30:00;2.8;0.168738;0.157958
2020-02-15 03:40:00;2.5;0.170558;0.16015
2020-02-15 03:50:00;2.4;0.167928;0.161544
2020-02-15 04:00:00;2.3;0.1737;0.158008
2020-02-15 04:10:00;2.3;0.177372;0.159562
2020-02-15 04:20:00;2.1;0.175677;0.153425
2020-02-15 04:30:00;2.2;0.173394;0.158336
2020-02-15 04:40:00;2.4;0.17057;0.154182
2020-02-15 04:50:00;1.6;0.171118;0.159588
2020-02-15 05:00:00;1.6;0.170826;0.158864
2020-02-15 05:10:00;1.2;0.176372;0.157244
2020-02-15 05:20:00;0.9;0.17745;0.161006
2020-02-15 05:30:00;0.5;0.169826;0.157772
2020-02-15 05:40:00;0.7;0.194866;0.157484
2020-02-15 05:50:00;0.7;0.171542;0.169564
2020-02-15 06:00:00;0.6;0.175836;0.176672
2020-02-15 06:10:00;0.3;0.20096;0.177894
2020-02-15 06:20:00;0.2;0.173398;0.177012
2020-02-15 06:30:00;0.1;0.17618;0.17337
2020-02-15 06:40:00;0.2;0.175132;0.180118
2020-02-15 06:50:00;0.3;0.196398;0.178712
2020-02-15 07:00:00;0.3;0.180878;0.17575
2020-02-15 07:10:00;1.1;0.198816;0.173588
2020-02-15 07:20:00;1.3;0.18581;0.171097
2020-02-15 07:30:00;0.4;0.208948;0.175954
2020-02-15 07:40:00;0.3;0.209148;0.175395
2020-02-15 07:50:00;0.4;0.245324;0.177028
2020-02-15 08:00:00;0.8;0.24065;0.180766
2020-02-15 08:10:00;1.3;0.269016;0.176338
2020-02-15 08:20:00;1.1;0.261558;0.178386
2020-02-15 08:30:00;1.0;0.225192;0.179576
2020-02-15 08:40:00;1.0;0.226952;0.18009
2020-02-15 08:50:00;1.4;6.63618;0.707088
2020-02-15 09:00:00;1.9;7.169074;0.172248
2020-02-15 09:10:00;2.0;6.112492;0.707702
2020-02-15 09:20:00;2.9;4.85315;0.158492
2020-02-15 09:30:00;3.0;4.832832;0.154808
2020-02-15 09:40:00;2.8;4.796424;0.164436
2020-02-15 09:50:00;3.1;4.834018;0.721046
2020-02-15 10:00:00;3.1;4.799362;0.165344
2020-02-15 10:10:00;3.9;4.824686;0.153196
2020-02-15 10:20:00;4.7;4.804952;0.153878
2020-02-15 10:30:00;5.5;4.816408;0.158976
2020-02-15 10:40:00;5.6;4.84073;0.161036
2020-02-15 10:50:00;6.4;4.859112;0.161174
2020-02-15 11:00:00;6.4;4.911232;0.161474
2020-02-15 11:10:00;6.9;4.924186;0.163166
2020-02-15 11:20:00;7.7;4.912222;0.163458
2020-02-15 11:30:00;7.6;4.93035;0.705388
2020-02-15 11:40:00;7.6;4.900984;0.160616
2020-02-15 11:50:00;8.5;4.90054;0.700506
2020-02-15 12:00:00;8.7;4.864743;0.155305
2020-02-15 12:10:00;8.9;4.859182;0.158744
2020-02-15 12:20:00;8.7;4.864676;0.162478
2020-02-15 12:30:00;8.3;4.864468;0.163074
2020-02-15 12:40:00;8.5;4.910062;0.160968
2020-02-15 12:50:00;8.5;4.913742;0.161112
2020-02-15 13:00:00;8.5;4.948858;0.157038
2020-02-15 13:10:00;8.8;4.933274;0.164428
2020-02-15 13:20:00;8.7;4.908896;0.160356
2020-02-15 13:30:00;9.2;4.859844;0.156218
2020-02-15 13:40:00;9.1;4.892846;0.156164
2020-02-15 13:50:00;9.3;4.900258;0.160624
2020-02-15 14:00:00;8.9;4.867084;0.156384
2020-02-15 14:10:00;8.9;4.932312;0.157482
2020-02-15 14:20:00;9.0;4.87338;0.157266
2020-02-15 14:30:00;9.0;4.811936;0.159328
2020-02-15 14:40:00;8.9;4.875072;0.159658
2020-02-15 14:50:00;8.9;4.843848;0.15883
2020-02-15 15:00:00;8.7;4.829048;0.151072
2020-02-15 15:10:00;8.5;4.858782;0.155912
2020-02-15 15:20:00;8.6;4.805854;0.155836
2020-02-15 15:30:00;8.6;4.84837;0.156038
2020-02-15 15:40:00;8.4;4.800698;0.155634
2020-02-15 15:50:00;7.9;4.784844;0.153222
2020-02-15 16:00:00;7.6;4.799572;0.151092
2020-02-15 16:10:00;7.2;4.795194;0.150168
2020-02-15 16:20:00;6.9;4.772053;0.153787
2020-02-15 16:30:00;6.8;4.766224;0.152304
2020-02-15 16:40:00;6.2;4.772248;0.153076
2020-02-15 16:50:00;6.2;4.77943;0.156498
2020-02-15 17:00:00;6.2;4.77871;0.156544
2020-02-15 17:10:00;6.2;4.774736;0.15385
2020-02-15 17:20:00;6.2;4.772148;0.14974
2020-02-15 17:30:00;6.1;4.790114;0.153946
2020-02-15 17:40:00;6.1;4.772496;0.15101
2020-02-15 17:50:00;6.5;4.793228;0.150784
2020-02-15 18:00:00;6.0;4.775536;0.15318
2020-02-15 18:10:00;5.9;4.779368;0.155562
2020-02-15 18:20:00;6.1;4.79516;0.155482
2020-02-15 18:30:00;6.1;4.818346;0.152332
2020-02-15 18:40:00;5.8;4.81124;0.153574
2020-02-15 18:50:00;4.1;4.799128;0.157238
2020-02-15 19:00:00;4.3;4.786246;0.152082
2020-02-15 19:10:00;4.3;4.782144;0.15542
2020-02-15 19:20:00;4.2;4.783852;0.153918
2020-02-15 19:30:00;4.3;4.78671;0.154318
2020-02-15 19:40:00;4.4;4.797494;0.154756
2020-02-15 19:50:00;4.3;4.827982;0.17163
2020-02-15 20:00:00;3.8;4.79877;0.177014
2020-02-15 20:10:00;3.6;4.84492;0.175178
2020-02-15 20:20:00;3.5;4.797908;0.174044
2020-02-15 20:30:00;3.1;4.814592;0.17257
2020-02-15 20:40:00;4.0;4.831173;0.175485
2020-02-15 20:50:00;3.9;4.814032;0.174136
2020-02-15 21:00:00;3.1;4.839418;0.178894
2020-02-15 21:10:00;3.1;7.375222;0.849596
2020-02-15 21:20:00;2.6;9.578104;0.86269
2020-02-15 21:30:00;2.3;11.667014;0.17904
2020-02-15 21:40:00;1.9;11.227426;0.17906
2020-02-15 21:50:00;1.9;9.55862;1.048746
2020-02-15 22:00:00;1.9;8.122872;1.469762
2020-02-15 22:10:00;1.9;7.932554;0.745104
2020-02-15 22:20:00;1.9;0.175793;0.15277
2020-02-15 22:30:00;1.9;0.160484;0.164922
2020-02-15 22:40:00;1.8;0.173368;0.175526
2020-02-15 22:50:00;1.8;0.172924;0.17744
2020-02-15 23:00:00;1.8;0.171324;0.175704
2020-02-15 23:10:00;1.8;0.17072;0.176788
2020-02-15 23:20:00;1.8;0.171392;0.17296
2020-02-15 23:30:00;1.9;0.170594;0.172968
2020-02-15 23:40:00;1.9;0.166038;0.174238
2020-02-15 23:50:00;1.7;0.169126;0.174074
2020-02-16 00:00:00;1.7;0.15998;0.176928
2020-02-16 00:10:00;1.6;0.173346;0.179554
2020-02-16 00:20:00;1.5;0.174992;0.17427
2020-02-16 00:30:00;1.5;0.172176;0.17799
2020-02-16 00:40:00;1.5;0.173152;0.1798
2020-02-16 00:50:00;1.3;0.171804;0.179536
2020-02-16 01:00:00;1.1;0.168102;0.181738
2020-02-16 01:10:00;1.2;0.173102;0.180472
2020-02-16 01:20:00;1.2;0.171676;0.177664
2020-02-16 01:30:00;1.0;0.172108;0.177118
2020-02-16 01:40:00;1.1;0.171484;0.177508
2020-02-16 01:50:00;1.4;0.172628;0.18222
2020-02-16 02:00:00;1.5;0.163912;0.17852
2020-02-16 02:10:00;1.3;0.167396;0.180344
2020-02-16 02:20:00;1.5;0.17331;0.177688
2020-02-16 02:30:00;1.5;0.16975;0.178646
2020-02-16 02:40:00;1.5;0.17005;0.179696
2020-02-16 02:50:00;1.1;0.172472;0.173986
2020-02-16 03:00:00;0.9;0.165384;0.170716
2020-02-16 03:10:00;0.8;0.174218;0.17513
2020-02-16 03:20:00;1.1;0.171828;0.177342
2020-02-16 03:30:00;1.5;0.171542;0.17756
2020-02-16 03:40:00;0.8;0.170666;0.178444
2020-02-16 03:50:00;1.1;0.164922;0.1788
2020-02-16 04:00:00;1.7;0.172798;0.17518
2020-02-16 04:10:00;1.6;0.171508;0.176226
2020-02-16 04:20:00;1.3;0.16914;0.179334
2020-02-16 04:30:00;0.4;0.16934;0.177672
2020-02-16 04:40:00;0.5;0.17218;0.179908
2020-02-16 04:50:00;0.4;0.16444;0.177262
2020-02-16 05:00:00;0.3;0.166558;0.179016
2020-02-16 05:10:00;0.2;0.171698;0.178704
2020-02-16 05:20:00;0.0;0.199676;0.175488
2020-02-16 05:30:00;0.1;0.187243;0.175795
2020-02-16 05:40:00;0.2;0.177198;0.17245
2020-02-16 05:50:00;0.1;0.201265;0.179585
2020-02-16 06:00:00;0.1;0.1738;0.180428
2020-02-16 06:10:00;0.0;0.179598;0.181114
2020-02-16 06:20:00;0.1;0.19845;0.179475
2020-02-16 06:30:00;1.8;0.19076;0.178162
2020-02-16 06:40:00;1.7;0.212408;0.177566
2020-02-16 06:50:00;1.5;0.240415;0.173896
2020-02-16 07:00:00;1.0;0.205228;0.173216
2020-02-16 07:10:00;1.4;0.18383;0.179336
2020-02-16 07:20:00;2.4;0.209364;0.179042
2020-02-16 07:30:00;1.4;0.22936;0.180118
2020-02-16 07:40:00;2.2;0.256876;0.180812
2020-02-16 07:50:00;3.4;0.25563;0.178342
2020-02-16 08:00:00;3.9;0.258392;0.176212
2020-02-16 08:10:00;4.5;0.256322;0.178506
2020-02-16 08:20:00;4.8;0.234676;0.179214
2020-02-16 08:30:00;4.8;0.225174;0.173072
2020-02-16 08:40:00;4.8;1.165764;0.160796
2020-02-16 08:50:00;5.3;6.234256;0.705334
2020-02-16 09:00:00;5.5;5.49716;0.510985
2020-02-16 09:10:00;5.6;5.784348;0.512168
2020-02-16 09:20:00;5.6;4.822604;0.154286
2020-02-16 09:30:00;5.5;4.807068;0.152436
2020-02-16 09:40:00;5.4;4.793606;0.432918
2020-02-16 09:50:00;5.6;4.81023;0.175178
2020-02-16 10:00:00;5.8;4.811072;0.154856
