Zeit_UTC;°C_Umgebung;kW_gemessen;kW_Baseline
2022-03-22 07:30:00;1.1;0.139008;10.922325
2022-03-22 07:40:00;1.9;0.139264;10.651608
2022-03-22 07:50:00;3.2;0.139524;10.211694
2022-03-22 08:00:00;3.7;0.138417;10.042496
2022-03-22 08:10:00;5.7;0.140926;9.157692
2022-03-22 08:20:00;6.8;0.143017;8.614254
2022-03-22 08:30:00;7.4;0.140854;8.317833
2022-03-22 08:40:00;7.8;0.140834;8.120219
2022-03-22 08:50:00;8.5;0.140677;7.774395
2022-03-22 09:00:00;9.1;3.521442;5.558953
2022-03-22 09:10:00;9.4;3.886907;5.536562
2022-03-22 09:20:00;9.9;3.3468;5.499244
2022-03-22 09:30:00;10.5;2.776123;5.454462
2022-03-22 09:40:00;11.3;2.764798;5.394754
2022-03-22 09:50:00;11.8;2.741807;5.457236
2022-03-22 10:00:00;11.9;2.743683;5.465594
2022-03-22 10:10:00;12.6;2.736478;5.524103
2022-03-22 10:20:00;12.0;2.69144;5.473953
2022-03-22 10:30:00;13.5;2.711388;5.599329
2022-03-22 10:40:00;13.7;2.707788;5.616046
2022-03-22 10:50:00;14.0;2.709044;5.641121
2022-03-22 11:00:00;14.7;2.708575;5.69963
2022-03-22 11:10:00;15.3;2.674092;5.749781
2022-03-22 11:20:00;15.9;2.653888;5.799931
2022-03-22 11:30:00;15.0;2.661832;5.724705
2022-03-22 11:40:00;16.1;2.644299;5.954791
2022-03-22 11:50:00;15.7;2.609775;5.783214
2022-03-22 12:00:00;16.5;2.62068;6.457208
2022-03-22 12:10:00;16.7;2.611278;6.708417
2022-03-22 12:20:00;16.9;2.59421;6.959625
2022-03-22 12:30:00;17.4;2.597857;7.587646
2022-03-22 12:40:00;16.8;2.569549;6.834021
2022-03-22 12:50:00;17.6;2.568226;7.838855
2022-03-22 13:00:00;17.3;2.573019;7.462042
2022-03-22 13:10:00;17.5;2.573794;7.71325
2022-03-22 13:20:00;17.9;2.567351;8.215667
2022-03-22 13:30:00;17.5;2.567281;7.71325
2022-03-22 13:40:00;17.3;2.570492;7.462042
2022-03-22 13:50:00;18.1;2.567847;8.466876
2022-03-22 14:00:00;17.8;2.562977;8.090063
2022-03-22 14:10:00;17.9;2.567106;8.215667
2022-03-22 14:20:00;18.1;2.559638;8.466876
2022-03-22 14:30:00;18.1;2.565706;8.466876
2022-03-22 14:40:00;18.1;2.563223;8.466876
2022-03-22 14:50:00;17.5;2.555003;7.71325
2022-03-22 15:00:00;17.4;2.555718;7.587646
2022-03-22 15:10:00;17.4;2.565917;7.587646
2022-03-22 15:20:00;17.3;2.537296;7.462042
2022-03-22 15:30:00;17.2;2.551674;7.336438
2022-03-22 15:40:00;16.7;2.541181;6.708417
2022-03-22 15:50:00;16.5;2.545626;6.457208
2022-03-22 16:00:00;16.3;2.558245;6.206
2022-03-22 16:10:00;16.1;2.563869;5.954791
2022-03-22 16:20:00;15.8;2.555479;5.791573
2022-03-22 16:30:00;15.6;2.558873;5.774856
2022-03-22 16:40:00;15.4;2.564106;5.758139
2022-03-22 16:50:00;15.2;2.523641;5.741422
2022-03-22 17:00:00;14.7;2.531179;5.69963
2022-03-22 17:10:00;14.2;2.569508;5.657838
2022-03-22 17:20:00;13.4;2.616789;5.590971
2022-03-22 17:30:00;12.9;2.633294;5.549178
2022-03-22 17:40:00;11.3;2.650974;5.394754
2022-03-22 17:50:00;10.1;2.679011;5.484317
2022-03-22 18:00:00;9.1;2.705458;5.558953
2022-03-22 18:10:00;8.6;2.725681;5.596271
2022-03-22 18:20:00;8.3;2.728556;5.618661
2022-03-22 18:30:00;7.7;2.734531;5.663443
2022-03-22 18:40:00;7.0;2.763259;6.727331
2022-03-22 18:50:00;6.5;2.765025;6.816329
2022-03-22 19:00:00;6.4;2.77214;6.834129
2022-03-22 19:10:00;5.8;2.778237;6.940927
2022-03-22 19:20:00;5.5;2.784964;6.994327
2022-03-22 19:30:00;5.2;2.791889;7.047726
2022-03-22 19:40:00;4.7;2.814027;7.136724
2022-03-22 19:50:00;4.3;2.814974;7.207923
2022-03-22 20:00:00;4.0;2.813202;7.261322
2022-03-22 20:10:00;3.9;2.812622;7.279122
2022-03-22 20:20:00;3.1;2.811736;7.42152
2022-03-22 20:30:00;3.1;2.806178;7.42152
2022-03-22 20:40:00;2.9;2.812188;7.457119
2022-03-22 20:50:00;2.7;2.813145;7.492719
2022-03-22 21:00:00;2.5;2.814822;7.528318
2022-03-22 21:10:00;2.1;2.826076;7.599517
2022-03-22 21:20:00;1.6;4.294385;7.688516
2022-03-22 21:30:00;1.5;4.990949;7.706315
2022-03-22 21:40:00;1.6;6.878045;7.688516
2022-03-22 21:50:00;0.7;6.758061;7.848713
2022-03-22 22:00:00;0.8;0.73801;11.023844
2022-03-22 22:10:00;1.0;0.103278;10.956164
2022-03-22 22:20:00;0.8;0.099504;11.023844
2022-03-22 22:30:00;0.8;0.104025;11.023844
2022-03-22 22:40:00;0.1;0.09732;11.260721
2022-03-22 22:50:00;0.1;0.131217;11.260721
2022-03-22 23:00:00;0.0;0.140627;11.29456
2022-03-22 23:10:00;-0.1;0.144271;11.3284
2022-03-22 23:20:00;-0.5;0.138012;11.463758
2022-03-22 23:30:00;-0.4;0.143037;11.429919
2022-03-22 23:40:00;-0.5;0.145803;11.463758
2022-03-22 23:50:00;-0.9;0.138766;11.599117
2022-03-23 00:00:00;-0.7;0.145492;11.531437
2022-03-23 00:10:00;-1.0;0.142734;11.632956
2022-03-23 00:20:00;-1.1;0.137728;11.666796
2022-03-23 00:30:00;-1.0;0.143594;11.632956
2022-03-23 00:40:00;-1.0;0.145268;11.632956
2022-03-23 00:50:00;-1.1;0.137943;11.666796
2022-03-23 01:00:00;-1.2;0.144908;11.700635
2022-03-23 01:10:00;-1.2;0.142538;11.700635
2022-03-23 01:20:00;-1.8;0.138861;11.903673
2022-03-23 01:30:00;-1.9;0.141252;11.937512
2022-03-23 01:40:00;-1.7;0.144133;11.869833
2022-03-23 01:50:00;-1.7;0.142648;11.869833
2022-03-23 02:00:00;-1.9;0.139296;11.937512
2022-03-23 02:10:00;-1.9;0.14512;11.937512
2022-03-23 02:20:00;-1.9;0.141109;11.937512
2022-03-23 02:30:00;-2.1;0.133849;12.005191
2022-03-23 02:40:00;-2.1;0.141471;12.005191
2022-03-23 02:50:00;-2.4;0.145223;12.10671
2022-03-23 03:00:00;-2.5;0.13872;12.14055
2022-03-23 03:10:00;-2.7;0.145381;12.208229
2022-03-23 03:20:00;-2.6;0.143222;12.174389
2022-03-23 03:30:00;-2.6;0.136728;12.174389
2022-03-23 03:40:00;-2.6;0.145322;12.174389
2022-03-23 03:50:00;-2.8;0.145011;12.242069
2022-03-23 04:00:00;-3.0;0.141519;12.309748
2022-03-23 04:10:00;-3.0;0.145851;12.309748
2022-03-23 04:20:00;-3.2;0.144553;12.377427
2022-03-23 04:30:00;-3.1;0.137469;12.343587
2022-03-23 04:40:00;-3.2;0.144695;12.377427
2022-03-23 04:50:00;-3.1;0.143242;12.343587
2022-03-23 05:00:00;-3.0;0.140872;12.309748
2022-03-23 05:10:00;-3.5;0.142611;12.478946
2022-03-23 05:20:00;-3.5;0.145782;12.478946
2022-03-23 05:30:00;-3.7;0.132953;12.546625
2022-03-23 05:40:00;-3.4;0.138032;12.445106
2022-03-23 05:50:00;-3.1;0.14431;12.343587
2022-03-23 06:00:00;-2.9;0.140202;12.275908
2022-03-23 06:10:00;-2.7;0.142405;12.208229
2022-03-23 06:20:00;-1.9;0.138072;11.937512
2022-03-23 06:30:00;-1.6;0.141473;11.835994
2022-03-23 06:40:00;-1.0;0.142786;11.632956
2022-03-23 06:50:00;-0.9;0.145995;11.599117
2022-03-23 07:00:00;-0.4;0.145006;11.429919
2022-03-23 07:10:00;0.5;0.137978;11.125362
2022-03-23 07:20:00;1.4;0.146512;10.820806
2022-03-23 07:30:00;2.8;0.363191;10.347052
2022-03-23 07:40:00;3.5;0.102475;10.110175
2022-03-23 07:50:00;4.3;0.10404;9.839458
2022-03-23 08:00:00;4.9;0.122384;9.636421
2022-03-23 08:10:00;6.0;0.141579;9.009482
2022-03-23 08:20:00;6.9;0.139692;8.56485
2022-03-23 08:30:00;7.4;0.14165;8.317833
2022-03-23 08:40:00;9.1;0.141699;7.477974
2022-03-23 08:50:00;9.9;0.135992;7.082746
2022-03-23 09:00:00;10.4;2.012707;5.461926
2022-03-23 09:10:00;11.6;3.69576;5.440519
2022-03-23 09:20:00;12.5;3.035596;5.515745
2022-03-23 09:30:00;13.0;2.770932;5.557537
2022-03-23 09:40:00;13.9;2.752365;5.632763
2022-03-23 09:50:00;14.8;2.721632;5.707989
2022-03-23 10:00:00;15.4;2.72957;5.758139
2022-03-23 10:10:00;15.7;2.710369;5.783214
2022-03-23 10:20:00;16.9;2.68307;6.959625
2022-03-23 10:30:00;16.1;2.659012;5.954791
2022-03-23 10:40:00;17.5;2.632604;7.71325
2022-03-23 10:50:00;17.0;2.62575;7.085229
2022-03-23 11:00:00;17.6;2.621494;7.838855
2022-03-23 11:10:00;18.1;2.577493;8.466876
2022-03-23 11:20:00;18.5;2.559721;8.969293
2022-03-23 11:30:00;18.0;2.558576;8.341272
2022-03-23 11:40:00;18.1;2.553676;8.466876
