Zeit_CET/CEST;°C_Umgebung;kW_gemessen
2021-06-11 21:10:00;23.9;19.459745
2021-06-11 21:30:00;23.1;18.93219
2021-06-11 21:40:00;23.1;18.94962
2021-06-11 21:50:00;22.0;18.84199
2021-06-11 22:00:00;21.6;19.56661
2021-06-11 22:10:00;21.2;20.21101
2021-06-11 22:20:00;21.6;18.90385
2021-06-11 22:30:00;21.6;18.94579
2021-06-11 22:40:00;21.1;18.91615
2021-06-11 22:50:00;20.4;17.94061
2021-06-11 23:00:00;19.5;18.78526
2021-06-11 23:20:00;19.7;15.36555
2021-06-11 23:30:00;19.3;17.89369
2021-06-11 23:40:00;19.3;17.11038
2021-06-11 23:50:00;18.9;17.03974
2021-06-12 00:00:00;18.8;17.02334
2021-06-12 00:10:00;18.4;16.97811
2021-06-12 00:20:00;18.4;18.46537
2021-06-12 00:30:00;18.3;18.43863
2021-06-12 00:40:00;18.2;16.96674
2021-06-12 00:50:00;17.9;16.85382
2021-06-12 01:00:00;17.9;16.86048
2021-06-12 01:10:00;17.6;16.90652
2021-06-12 01:20:00;17.3;11.0398
2021-06-12 01:30:00;17.3;9.9656
2021-06-12 01:40:00;16.8;9.97997
2021-06-12 01:50:00;16.7;10.02106
2021-06-12 02:00:00;16.6;10.03407
2021-06-12 02:10:00;16.4;10.04846
2021-06-12 02:30:00;16.4;9.98527
2021-06-12 02:40:00;16.1;9.21093
2021-06-12 02:50:00;16.0;9.1672
2021-06-12 03:00:00;16.0;7.82859
2021-06-12 03:10:00;15.9;9.1415
2021-06-12 03:20:00;15.9;9.27972
2021-06-12 03:30:00;15.7;9.22349
2021-06-12 03:40:00;15.5;7.92287
2021-06-12 03:50:00;15.6;7.95211
2021-06-12 04:00:00;15.5;9.13287
2021-06-12 04:10:00;15.5;9.24548
2021-06-12 04:20:00;15.4;9.02835
2021-06-12 04:30:00;15.3;9.24065
2021-06-12 04:40:00;15.1;7.77359
2021-06-12 04:50:00;15.0;7.95299
2021-06-12 05:00:00;14.9;7.93587
2021-06-12 05:10:00;15.0;8.08587
2021-06-12 05:20:00;14.9;8.05147
2021-06-12 05:40:00;14.6;7.88519
2021-06-12 05:50:00;14.7;7.73108
2021-06-12 06:00:00;14.5;8.08365
2021-06-12 06:10:00;14.8;7.98529
2021-06-12 06:20:00;14.7;7.95646
2021-06-12 06:30:00;14.8;7.92306
2021-06-12 06:40:00;15.3;9.09685
2021-06-12 07:00:00;16.5;9.56864
2021-06-12 07:10:00;16.7;8.24727
2021-06-12 07:20:00;16.6;9.42441
2021-06-12 07:30:00;17.0;9.99358
2021-06-12 07:40:00;17.2;10.03522
2021-06-12 07:50:00;17.6;10.07842
2021-06-12 08:00:00;18.2;7.53969
2021-06-12 08:20:00;18.9;8.23654
2021-06-12 08:30:00;19.5;9.02736
2021-06-12 08:40:00;19.9;10.41203
2021-06-12 08:50:00;20.9;11.6477
2021-06-12 09:00:00;21.2;11.75119
2021-06-12 09:10:00;21.4;14.8473
2021-06-12 09:20:00;21.9;13.01106
2021-06-12 09:30:00;22.0;13.05896
2021-06-12 09:40:00;22.3;12.94386
2021-06-12 09:50:00;22.3;13.09359
2021-06-12 10:00:00;23.5;17.44693
2021-06-12 10:20:00;24.2;22.32901
2021-06-12 10:30:00;24.0;22.4811
2021-06-12 10:40:00;24.2;25.10934
2021-06-12 10:50:00;23.9;24.52112
2021-06-12 11:00:00;24.5;24.75185
2021-06-12 11:10:00;24.3;24.63461
2021-06-12 11:20:00;24.6;24.91582
2021-06-12 11:30:00;24.7;24.38521
2021-06-12 11:40:00;24.3;24.54705
2021-06-12 11:50:00;24.5;24.91827
2021-06-12 12:00:00;25.4;25.18451
2021-06-12 12:10:00;24.9;23.54355
2021-06-12 12:20:00;25.7;22.89105
2021-06-12 12:30:00;25.4;22.93457
2021-06-12 12:40:00;25.9;25.52644
2021-06-12 12:50:00;26.7;23.252212
2021-06-12 13:00:00;26.0;25.03737
2021-06-12 13:10:00;26.0;26.27386
2021-06-12 13:20:00;26.4;25.30198
2021-06-12 13:30:00;25.5;25.43108
2021-06-12 13:40:00;26.3;25.57423
2021-06-12 13:50:00;26.4;25.93873
2021-06-12 14:00:00;26.2;25.19309
2021-06-12 14:10:00;26.3;25.43605
2021-06-12 14:20:00;26.5;25.37907
2021-06-12 14:30:00;26.4;26.31387
2021-06-12 14:50:00;26.7;27.33875
2021-06-12 15:00:00;26.6;27.59526
2021-06-12 15:10:00;26.3;27.40941
2021-06-12 15:20:00;26.5;27.11704
2021-06-12 15:30:00;26.4;27.04505
2021-06-12 15:40:00;26.8;27.22381
2021-06-12 15:50:00;26.9;27.04606
2021-06-12 16:00:00;27.0;27.12619
2021-06-12 16:10:00;26.8;25.78771
2021-06-12 16:20:00;27.0;26.77543
2021-06-12 16:30:00;26.6;25.30152
2021-06-12 16:40:00;26.7;25.2081
2021-06-12 16:50:00;27.0;25.75008
2021-06-12 17:00:00;26.7;27.09034
2021-06-12 17:10:00;27.1;25.60639
2021-06-12 17:20:00;26.8;25.93449
2021-06-12 17:30:00;26.8;25.43834
2021-06-12 17:40:00;26.7;25.21058
2021-06-12 18:00:00;25.3;25.45963
2021-06-12 18:10:00;25.3;20.652172
2021-06-12 18:20:00;25.9;23.67434
2021-06-12 18:30:00;25.2;23.36534
2021-06-12 18:40:00;24.2;23.95917
2021-06-12 18:50:00;23.5;20.45695
2021-06-12 19:00:00;22.8;20.27086
2021-06-12 19:10:00;22.6;18.42282
2021-06-12 19:20:00;22.3;18.81736
2021-06-12 19:30:00;22.0;18.72555
2021-06-12 19:40:00;21.7;17.99124
2021-06-12 19:50:00;21.5;18.87725
2021-06-12 20:00:00;21.2;18.73956
2021-06-12 20:10:00;21.1;18.38161
2021-06-12 20:20:00;21.2;18.00763
2021-06-12 20:30:00;21.1;18.85135
2021-06-12 20:40:00;21.0;16.79223
2021-06-12 20:50:00;20.6;18.24726
2021-06-12 21:00:00;20.5;18.27342
2021-06-12 21:10:00;20.3;18.17402
2021-06-12 21:20:00;20.1;18.18044
2021-06-12 21:30:00;19.9;18.50729
2021-06-12 21:40:00;20.0;17.00892
2021-06-12 21:50:00;19.9;17.09425
2021-06-12 22:00:00;20.0;17.12712
2021-06-12 22:10:00;19.6;17.08086
2021-06-12 22:30:00;19.6;18.47694
2021-06-12 22:40:00;19.8;18.63609
2021-06-12 22:50:00;19.8;18.58918
2021-06-12 23:00:00;19.9;17.29953
2021-06-12 23:10:00;19.9;17.08948
2021-06-12 23:20:00;19.8;18.14955
2021-06-12 23:30:00;19.5;16.98121
2021-06-12 23:40:00;19.3;16.54768
2021-06-12 23:50:00;19.0;16.82724
2021-06-13 00:00:00;18.9;16.89253
2021-06-13 00:10:00;18.5;10.26495
2021-06-13 00:20:00;18.5;10.08676
2021-06-13 00:30:00;18.3;7.74474
2021-06-13 00:40:00;18.1;9.71873
2021-06-13 00:50:00;17.8;13.25728
2021-06-13 01:00:00;17.5;13.1606
2021-06-13 01:10:00;17.4;13.43993
2021-06-13 01:20:00;17.3;8.93263
2021-06-13 01:40:00;16.9;7.82214
2021-06-13 01:50:00;16.7;9.38331
2021-06-13 02:00:00;16.7;9.1652
2021-06-13 02:10:00;16.4;7.82866
2021-06-13 02:20:00;16.2;9.15918
2021-06-13 02:30:00;15.9;9.29553
2021-06-13 02:40:00;15.6;7.98105
2021-06-13 02:50:00;15.4;9.20248
2021-06-13 03:00:00;15.0;7.99066
2021-06-13 03:10:00;14.9;7.87902
2021-06-13 03:20:00;14.7;7.97949
2021-06-13 03:30:00;15.0;7.97868
2021-06-13 03:40:00;14.8;8.14336
2021-06-13 03:50:00;14.6;7.88816
2021-06-13 04:00:00;14.4;8.02116
2021-06-13 04:10:00;14.3;7.98085
2021-06-13 04:20:00;14.0;8.14254
2021-06-13 04:30:00;14.1;8.13979
2021-06-13 04:40:00;14.0;7.86099
2021-06-13 04:50:00;13.8;8.07604
2021-06-13 05:00:00;13.7;7.95274
2021-06-13 05:10:00;13.5;8.21363
2021-06-13 05:20:00;13.5;7.87962
2021-06-13 05:30:00;13.5;7.9923
2021-06-13 05:40:00;13.5;8.03549
2021-06-13 05:50:00;13.6;8.12692
2021-06-13 06:10:00;13.4;7.87307
2021-06-13 06:20:00;13.5;8.07061
2021-06-13 06:30:00;13.8;7.96872
2021-06-13 06:40:00;14.1;8.18711
2021-06-13 06:50:00;14.6;7.90465
2021-06-13 07:00:00;15.3;7.99561
2021-06-13 07:10:00;15.6;7.85402
2021-06-13 07:20:00;15.9;8.11719
2021-06-13 07:30:00;16.1;7.99668
2021-06-13 07:40:00;16.3;9.2573
2021-06-13 07:50:00;16.7;9.27365
2021-06-13 08:00:00;16.6;7.27338
2021-06-13 08:10:00;16.5;6.72466
2021-06-13 08:20:00;16.8;7.11907
2021-06-13 08:30:00;17.3;5.57264
2021-06-13 08:40:00;17.1;6.91402
2021-06-13 08:50:00;17.3;7.56241
2021-06-13 09:00:00;17.7;8.05991
2021-06-13 09:10:00;17.4;7.14384
2021-06-13 09:20:00;17.3;7.65621
2021-06-13 09:30:00;17.5;7.49748
2021-06-13 09:40:00;18.0;7.65183
2021-06-13 09:50:00;17.9;7.51758
2021-06-13 10:00:00;18.0;7.24071
2021-06-13 10:10:00;18.8;7.74277
2021-06-13 10:30:00;18.7;16.24311
2021-06-13 10:40:00;18.0;16.42793
2021-06-13 10:50:00;18.5;16.27666
2021-06-13 11:00:00;19.2;16.63338
2021-06-13 11:10:00;19.3;16.495
2021-06-13 11:20:00;19.1;16.28906
2021-06-13 11:30:00;19.5;15.8246
2021-06-13 11:40:00;19.4;18.14567
2021-06-13 12:00:00;20.0;17.77038
2021-06-13 12:10:00;20.9;15.97199
2021-06-13 12:20:00;20.3;17.01768
2021-06-13 12:30:00;20.5;17.64615
2021-06-13 12:40:00;20.8;17.50153
2021-06-13 12:50:00;20.7;18.06218
2021-06-13 13:00:00;21.2;16.64319
2021-06-13 13:10:00;21.1;18.48059
2021-06-13 13:20:00;21.2;17.85168
2021-06-13 13:30:00;21.4;17.9016
2021-06-13 13:40:00;22.6;17.79279
2021-06-13 13:50:00;21.7;16.39554
2021-06-13 14:00:00;22.2;17.99363
2021-06-13 14:10:00;22.3;17.90772
2021-06-13 14:20:00;22.5;20.14902
2021-06-13 14:30:00;22.5;18.41251
2021-06-13 14:40:00;22.7;14.24071
2021-06-13 14:50:00;23.0;17.57707
2021-06-13 15:10:00;23.5;20.05696
2021-06-13 15:20:00;24.1;18.37782
2021-06-13 15:30:00;23.5;18.39265
2021-06-13 15:40:00;24.0;20.08278
2021-06-13 15:50:00;24.2;18.39441
2021-06-13 16:00:00;23.7;18.50075
2021-06-13 16:10:00;23.2;19.0271
2021-06-13 16:20:00;23.3;20.09194
2021-06-13 16:30:00;23.3;18.31022
2021-06-13 16:40:00;23.7;18.77791
2021-06-13 16:50:00;23.8;20.30305
2021-06-13 17:00:00;23.7;18.19374
2021-06-13 17:10:00;23.9;14.34262
2021-06-13 17:20:00;23.6;20.1424
2021-06-13 17:40:00;23.7;18.74683
2021-06-13 17:50:00;23.5;20.18296
2021-06-13 18:00:00;23.9;18.47804
2021-06-13 18:10:00;24.0;18.47195
2021-06-13 18:20:00;23.8;20.42784
2021-06-13 18:30:00;23.5;17.57307
2021-06-13 18:40:00;23.8;18.84695
2021-06-13 18:50:00;23.4;20.11522
2021-06-13 19:00:00;23.8;18.31301
2021-06-13 19:10:00;23.7;18.76151
2021-06-13 19:20:00;23.7;20.00355
2021-06-13 19:40:00;23.3;18.36195
2021-06-13 19:50:00;23.0;17.58669
2021-06-13 20:00:00;23.4;18.37252
2021-06-13 20:10:00;22.9;14.30589
2021-06-13 20:20:00;22.9;17.35226
2021-06-13 20:30:00;22.3;15.29204
2021-06-13 20:40:00;21.9;17.82598
2021-06-13 20:50:00;21.5;14.80028
2021-06-13 21:00:00;21.3;17.86761
2021-06-13 21:10:00;20.8;18.18939
2021-06-13 21:20:00;20.5;18.07767
2021-06-13 21:30:00;20.2;17.67893
2021-06-13 21:40:00;19.7;17.92716
2021-06-13 21:50:00;19.4;17.63452
2021-06-13 22:00:00;19.0;16.43922
2021-06-13 22:10:00;18.7;16.73175
2021-06-13 22:20:00;18.5;16.74794
2021-06-13 22:30:00;18.4;10.46419
2021-06-13 22:50:00;17.8;9.18914
2021-06-13 23:00:00;17.7;9.78756
2021-06-13 23:10:00;17.7;9.35177
2021-06-13 23:20:00;17.7;7.89965
2021-06-13 23:30:00;17.4;9.72988
2021-06-13 23:40:00;17.1;12.47245
2021-06-13 23:50:00;16.6;10.14005
2021-06-14 00:00:00;15.7;9.27562
2021-06-14 00:10:00;15.5;7.85991
2021-06-14 00:20:00;15.7;8.17741
2021-06-14 00:30:00;15.1;8.01272
2021-06-14 00:40:00;14.5;7.90297
2021-06-14 00:50:00;14.5;8.02636
2021-06-14 01:00:00;14.1;5.90724
2021-06-14 01:10:00;13.8;8.16665
2021-06-14 01:20:00;13.8;7.87642
2021-06-14 01:30:00;13.7;7.86167
2021-06-14 01:40:00;13.8;7.99414
2021-06-14 01:50:00;13.1;8.30839
2021-06-14 02:00:00;12.9;8.06038
2021-06-14 02:10:00;12.8;7.92171
2021-06-14 02:20:00;12.5;7.88484
2021-06-14 02:30:00;12.8;8.22843
2021-06-14 02:40:00;12.5;8.04869
2021-06-14 02:50:00;12.4;7.89561
2021-06-14 03:00:00;12.3;7.88648
2021-06-14 03:10:00;12.3;8.18984
2021-06-14 03:20:00;11.5;8.33424
2021-06-14 03:30:00;11.2;8.0568
2021-06-14 03:40:00;11.9;7.88065
2021-06-14 03:50:00;11.5;7.8919
2021-06-14 04:00:00;11.5;8.18886
2021-06-14 04:10:00;10.7;8.22041
2021-06-14 04:20:00;10.7;7.88923
2021-06-14 04:40:00;10.5;7.98735
2021-06-14 04:50:00;11.1;8.3096
2021-06-14 05:00:00;10.7;8.19616
2021-06-14 05:10:00;10.7;7.89844
2021-06-14 05:20:00;10.8;7.91787
2021-06-14 05:30:00;10.6;8.02029
2021-06-14 05:40:00;10.7;8.18395
2021-06-14 06:00:00;11.0;7.86143
2021-06-14 06:10:00;11.3;7.97015
2021-06-14 06:20:00;11.4;8.16919
2021-06-14 06:30:00;12.1;8.12899
2021-06-14 06:40:00;12.6;7.83288
2021-06-14 06:50:00;12.9;7.84714
2021-06-14 07:00:00;13.4;7.9532
2021-06-14 07:10:00;13.8;8.2679
2021-06-14 07:20:00;14.1;8.197
2021-06-14 07:30:00;14.7;7.83797
2021-06-14 07:40:00;15.2;7.82667
2021-06-14 07:50:00;15.4;7.99743
2021-06-14 08:00:00;16.1;6.65013
2021-06-14 08:10:00;16.4;5.36314
2021-06-14 08:20:00;16.7;6.70135
2021-06-14 08:30:00;17.1;6.65494
2021-06-14 08:40:00;17.7;7.23744
2021-06-14 08:50:00;18.4;7.43772
2021-06-14 09:00:00;18.2;7.66195
2021-06-14 09:10:00;18.9;7.6859
2021-06-14 09:20:00;19.1;8.67158
2021-06-14 09:30:00;19.3;7.33417
2021-06-14 09:40:00;19.9;8.90182
2021-06-14 09:50:00;20.0;8.86365
2021-06-14 10:00:00;20.5;8.85953
2021-06-14 10:10:00;20.6;8.97535
2021-06-14 10:30:00;21.1;17.11782
2021-06-14 10:40:00;21.1;17.97823
2021-06-14 10:50:00;21.5;16.25014
2021-06-14 11:00:00;21.6;17.16393
2021-06-14 11:10:00;21.9;18.62682
2021-06-14 11:20:00;22.5;19.93107
2021-06-14 11:30:00;22.8;17.84157
2021-06-14 11:40:00;22.3;20.21398
2021-06-14 11:50:00;22.7;18.22263
2021-06-14 12:00:00;23.5;18.21789
2021-06-14 12:10:00;23.2;18.47138
2021-06-14 12:20:00;22.9;14.4015
2021-06-14 12:30:00;23.4;20.26956
2021-06-14 12:40:00;23.7;18.51165
2021-06-14 12:50:00;23.7;18.8893
2021-06-14 13:00:00;24.6;18.61061
2021-06-14 13:10:00;24.4;18.82997
2021-06-14 13:20:00;24.7;19.48805
2021-06-14 13:40:00;24.9;19.47195
2021-06-14 13:50:00;25.1;19.42878
2021-06-14 14:00:00;25.3;19.49316
2021-06-14 14:10:00;25.6;19.79088
2021-06-14 14:20:00;25.8;19.53792
2021-06-14 14:30:00;25.4;20.12618
2021-06-14 14:40:00;26.1;20.0319
2021-06-14 14:50:00;26.2;19.70829
2021-06-14 15:00:00;26.6;20.84256
2021-06-14 15:10:00;26.4;21.34251
2021-06-14 15:20:00;26.9;20.70944
2021-06-14 15:30:00;26.4;21.1048
2021-06-14 15:40:00;26.5;21.27261
2021-06-14 15:50:00;27.4;21.07947
2021-06-14 16:00:00;26.4;21.34196
2021-06-14 16:10:00;27.1;20.98992
2021-06-14 16:20:00;27.0;21.25148
2021-06-14 16:30:00;27.3;21.22228
2021-06-14 16:40:00;27.4;20.92411
2021-06-14 16:50:00;26.9;21.18347
2021-06-14 17:00:00;27.3;21.15106
2021-06-14 17:10:00;27.2;21.07277
2021-06-14 17:20:00;27.1;21.18991
2021-06-14 17:30:00;26.9;21.32725
2021-06-14 17:40:00;27.4;21.21666
2021-06-14 17:50:00;26.9;21.09786
2021-06-14 18:10:00;27.1;20.8919
2021-06-14 18:20:00;26.7;21.15932
2021-06-14 18:30:00;26.7;21.07406
2021-06-14 18:40:00;26.7;21.33734
2021-06-14 18:50:00;26.6;21.1116
2021-06-14 19:00:00;26.7;21.04006
2021-06-14 19:10:00;26.7;21.1066
2021-06-14 19:20:00;26.5;20.97059
2021-06-14 19:30:00;26.1;19.6285
2021-06-14 19:40:00;26.2;21.08444
2021-06-14 19:50:00;26.1;19.59654
2021-06-14 20:00:00;26.1;19.47426
2021-06-14 20:10:00;26.1;20.74682
2021-06-14 20:20:00;25.8;19.67568
2021-06-14 20:30:00;25.0;18.37086
2021-06-14 20:40:00;24.9;18.23881
2021-06-14 20:50:00;24.5;19.47778
2021-06-14 21:00:00;24.0;18.49369
2021-06-14 21:20:00;23.6;20.46109
2021-06-14 21:30:00;23.0;18.29144
2021-06-14 21:40:00;22.9;18.255
2021-06-14 21:50:00;22.5;17.98648
2021-06-14 22:00:00;21.2;18.70935
2021-06-14 22:10:00;20.9;17.75507
2021-06-14 22:20:00;20.7;14.82081
2021-06-14 22:40:00;19.8;14.71814
2021-06-14 22:50:00;19.7;17.74615
2021-06-14 23:00:00;18.8;18.11466
2021-06-14 23:10:00;18.9;16.55116
2021-06-14 23:20:00;18.9;11.5415
2021-06-14 23:30:00;18.6;11.02738
2021-06-14 23:40:00;17.7;9.60268
2021-06-14 23:50:00;17.5;9.7305
2021-06-15 00:00:00;16.7;9.83758
2021-06-15 00:10:00;16.7;9.73733
2021-06-15 00:20:00;16.1;9.36785
2021-06-15 00:30:00;16.1;9.62242
2021-06-15 00:40:00;16.0;10.06153
2021-06-15 00:50:00;15.6;7.81282
2021-06-15 01:00:00;15.8;9.47879
2021-06-15 01:10:00;15.9;7.87998
2021-06-15 01:20:00;15.8;9.34217
2021-06-15 01:30:00;15.8;9.30982
2021-06-15 01:40:00;15.5;9.22365
2021-06-15 01:50:00;14.9;9.17783
2021-06-15 02:00:00;15.1;7.81685
2021-06-15 02:20:00;14.2;7.90731
2021-06-15 02:30:00;14.1;7.97507
2021-06-15 02:40:00;14.3;7.94497
2021-06-15 02:50:00;14.2;8.13409
2021-06-15 03:00:00;13.7;7.94445
2021-06-15 03:10:00;13.6;7.93598
2021-06-15 03:20:00;13.8;7.79723
2021-06-15 03:30:00;13.7;7.95953
2021-06-15 03:40:00;13.5;8.06192
2021-06-15 03:50:00;13.2;7.9705
2021-06-15 04:00:00;12.8;7.989
2021-06-15 04:10:00;12.9;7.82074
2021-06-15 04:20:00;12.6;8.0979
2021-06-15 04:30:00;12.4;7.96411
2021-06-15 04:40:00;12.6;7.96929
2021-06-15 04:50:00;12.3;7.8103
2021-06-15 05:00:00;12.5;7.94534
2021-06-15 05:10:00;12.4;8.06123
2021-06-15 05:20:00;12.5;8.02727
2021-06-15 05:30:00;12.5;7.81568
2021-06-15 05:40:00;12.5;7.85451
2021-06-15 05:50:00;12.6;7.92749
2021-06-15 06:00:00;13.0;8.11366
2021-06-15 06:10:00;13.2;7.94927
2021-06-15 06:20:00;13.8;7.82977
2021-06-15 06:30:00;14.5;7.8105
2021-06-15 06:40:00;14.7;8.08952
2021-06-15 06:50:00;15.5;8.17974
2021-06-15 07:00:00;15.9;7.92046
2021-06-15 07:10:00;16.3;7.76711
2021-06-15 07:20:00;16.3;7.73365
2021-06-15 07:30:00;16.8;7.96608
2021-06-15 07:40:00;17.4;10.53256
2021-06-15 07:50:00;17.7;7.75847
2021-06-15 08:10:00;18.5;6.88412
2021-06-15 08:20:00;19.1;8.7175
2021-06-15 08:30:00;19.6;7.57117
2021-06-15 08:40:00;19.8;9.08177
2021-06-15 08:50:00;20.0;8.82585
2021-06-15 09:00:00;20.7;8.82283
2021-06-15 09:10:00;21.2;8.88579
2021-06-15 09:30:00;21.8;8.88254
2021-06-15 09:40:00;22.7;9.32133
2021-06-15 09:50:00;22.8;8.755
2021-06-15 10:00:00;23.1;9.14276
2021-06-15 10:10:00;22.8;9.64084
2021-06-15 10:20:00;23.9;15.5401
2021-06-15 10:30:00;24.2;18.84969
2021-06-15 10:40:00;24.2;18.5665
2021-06-15 10:50:00;24.4;18.48942
2021-06-15 11:00:00;24.5;19.48872
2021-06-15 11:20:00;25.4;19.66574
2021-06-15 11:30:00;25.0;19.57314
2021-06-15 11:40:00;25.2;19.83739
2021-06-15 11:50:00;25.2;20.82963
2021-06-15 12:00:00;25.7;19.99048
2021-06-15 12:10:00;26.1;20.928052
2021-06-15 12:20:00;26.0;18.48183
2021-06-15 12:30:00;26.8;20.79173
2021-06-15 12:40:00;26.6;21.17735
2021-06-15 12:50:00;26.5;21.3633
2021-06-15 13:00:00;26.9;20.9878
2021-06-15 13:10:00;27.4;21.02532
2021-06-15 13:20:00;27.6;20.96778
2021-06-15 13:30:00;27.4;21.39735
2021-06-15 13:40:00;27.5;21.20966
2021-06-15 14:00:00;27.6;22.02375
2021-06-15 14:10:00;28.0;21.60928
2021-06-15 14:20:00;28.3;22.60101
2021-06-15 14:30:00;27.7;22.17467
2021-06-15 14:40:00;28.1;22.33482
2021-06-15 14:50:00;27.7;23.48925
2021-06-15 15:00:00;28.2;23.50456
2021-06-15 15:10:00;27.9;23.31202
2021-06-15 15:20:00;29.2;23.28776
2021-06-15 15:30:00;28.2;23.05931
2021-06-15 15:50:00;28.6;23.21372
2021-06-15 16:00:00;28.7;23.0104
2021-06-15 16:10:00;29.3;23.36646
2021-06-15 16:20:00;28.8;22.58598
2021-06-15 16:30:00;28.9;23.26421
2021-06-15 16:40:00;29.0;23.7663
2021-06-15 16:50:00;28.9;23.05937
2021-06-15 17:10:00;29.3;23.43275
2021-06-15 17:20:00;29.3;23.07268
2021-06-15 17:30:00;29.4;23.20074
2021-06-15 17:40:00;29.3;23.31828
2021-06-15 17:50:00;29.1;23.22616
2021-06-15 18:00:00;28.9;23.22559
2021-06-15 18:10:00;28.9;23.27459
2021-06-15 18:20:00;28.6;23.17396
2021-06-15 18:30:00;29.1;23.1649
2021-06-15 18:40:00;29.0;23.0506
2021-06-15 18:50:00;28.8;22.88348
2021-06-15 19:00:00;28.7;23.02607
2021-06-15 19:10:00;28.8;22.92445
2021-06-15 19:20:00;28.9;22.88914
2021-06-15 19:30:00;28.6;22.96693
2021-06-15 19:40:00;28.3;23.00486
2021-06-15 19:50:00;28.2;22.83442
2021-06-15 20:00:00;28.0;22.12466
2021-06-15 20:10:00;28.0;22.15539
2021-06-15 20:20:00;27.7;14.84206
2021-06-15 20:30:00;27.1;22.59759
2021-06-15 20:40:00;26.8;22.37436
2021-06-15 20:50:00;26.0;20.97752
2021-06-15 21:00:00;25.5;20.86371
2021-06-15 21:10:00;25.7;20.73214
2021-06-15 21:20:00;25.2;21.98696
2021-06-15 21:40:00;23.8;18.53341
2021-06-15 21:50:00;23.4;18.72148
2021-06-15 22:00:00;22.8;18.29357
2021-06-15 22:10:00;22.5;18.35321
2021-06-15 22:20:00;21.9;20.86069
2021-06-15 22:30:00;21.6;18.7791
2021-06-15 22:40:00;21.4;18.8803
2021-06-15 22:50:00;20.2;19.85659
2021-06-15 23:00:00;19.6;18.82424
2021-06-15 23:10:00;20.0;20.44991
2021-06-15 23:30:00;19.6;17.81599
2021-06-15 23:40:00;19.6;18.69177
2021-06-15 23:50:00;19.5;18.15948
2021-06-16 00:00:00;19.1;10.176
2021-06-16 00:10:00;18.6;11.13257
2021-06-16 00:20:00;18.1;11.12601
2021-06-16 00:30:00;17.4;10.158
2021-06-16 00:50:00;17.6;9.61459
2021-06-16 01:00:00;17.3;9.60545
2021-06-16 01:10:00;17.2;11.12117
2021-06-16 01:20:00;17.4;9.77704
2021-06-16 01:30:00;17.6;9.60992
2021-06-16 01:40:00;16.9;9.62523
2021-06-16 01:50:00;17.0;9.73369
2021-06-16 02:00:00;16.6;9.09351
2021-06-16 02:10:00;16.5;9.6274
2021-06-16 02:20:00;16.5;7.81921
2021-06-16 02:40:00;16.0;10.06617
2021-06-16 02:50:00;15.7;9.31105
2021-06-16 03:00:00;15.8;9.52419
2021-06-16 03:10:00;15.6;7.87142
2021-06-16 03:20:00;15.8;9.26848
2021-06-16 03:30:00;15.2;9.23351
2021-06-16 03:40:00;15.4;7.90395
2021-06-16 04:00:00;16.0;7.92729
2021-06-16 04:10:00;15.9;9.15936
2021-06-16 04:20:00;15.7;9.29595
2021-06-16 04:30:00;15.3;9.11935
2021-06-16 04:40:00;15.3;9.20515
2021-06-16 04:50:00;15.2;9.1184
2021-06-16 05:00:00;14.7;9.27747
2021-06-16 05:10:00;14.7;9.2689
2021-06-16 05:20:00;14.5;7.96488
2021-06-16 05:30:00;14.9;7.92226
2021-06-16 05:50:00;14.7;7.95574
2021-06-16 06:00:00;14.8;9.07119
2021-06-16 06:10:00;14.8;9.19127
2021-06-16 06:20:00;15.4;9.10835
2021-06-16 06:30:00;15.7;9.30295
2021-06-16 06:40:00;16.0;9.17079
2021-06-16 06:50:00;16.3;9.04592
2021-06-16 07:00:00;16.7;9.15039
2021-06-16 07:10:00;17.4;9.57153
2021-06-16 07:20:00;18.0;10.13036
2021-06-16 07:30:00;18.3;9.8666
2021-06-16 07:40:00;18.5;9.97905
2021-06-16 07:50:00;19.0;9.96874
2021-06-16 08:00:00;19.2;8.41969
2021-06-16 08:10:00;19.7;8.9416
2021-06-16 08:20:00;20.4;8.87303
2021-06-16 08:30:00;20.6;10.40428
2021-06-16 08:40:00;21.3;11.7013
2021-06-16 09:00:00;22.0;12.88975
2021-06-16 09:10:00;22.2;13.06021
2021-06-16 09:20:00;22.6;14.78953
2021-06-16 09:30:00;23.2;13.06134
2021-06-16 09:40:00;23.4;13.17659
2021-06-16 09:50:00;23.8;13.31314
2021-06-16 10:00:00;23.9;13.41506
2021-06-16 10:10:00;24.4;15.07685
2021-06-16 10:20:00;25.0;19.35101
2021-06-16 10:30:00;24.8;24.59239
2021-06-16 10:40:00;25.1;23.01554
2021-06-16 10:50:00;25.5;24.68077
2021-06-16 11:00:00;25.8;25.4861
2021-06-16 11:10:00;26.3;25.73811
2021-06-16 11:30:00;27.1;25.34543
2021-06-16 11:40:00;27.6;25.52711
2021-06-16 11:50:00;28.1;25.90578
2021-06-16 12:00:00;28.6;26.93093
2021-06-16 12:10:00;28.6;26.86528
2021-06-16 12:20:00;28.7;24.44059
2021-06-16 12:30:00;29.0;27.20096
2021-06-16 12:40:00;28.9;27.85544
2021-06-16 12:50:00;29.3;27.10747
2021-06-16 13:00:00;29.5;27.59628
2021-06-16 13:10:00;29.4;27.36909
2021-06-16 13:20:00;29.7;27.53912
2021-06-16 13:30:00;30.1;27.74567
