Zeit_UTC;°C_Umgebung;kW_gemessen;kW_Baseline
2022-06-01 15:40:00;15.4;0.024377;6.585479
2022-06-01 15:50:00;15.1;0.024379;6.530916
2022-06-01 16:00:00;15.0;0.02444;6.512728
2022-06-01 16:10:00;15.0;0.082459;6.512728
2022-06-01 16:20:00;14.9;0.026673;6.49454
2022-06-01 16:30:00;14.7;0.032057;6.458164
2022-06-01 16:40:00;14.7;0.032083;6.458164
2022-06-01 16:50:00;14.4;0.171852;6.4036
2022-06-01 17:00:00;14.3;0.673909;6.385412
2022-06-01 17:10:00;14.1;4.654034;5.64948
2022-06-01 17:20:00;14.0;1.76205;5.641121
2022-06-01 17:30:00;13.9;4.470749;5.632763
2022-06-01 17:40:00;13.7;6.004799;5.616046
2022-06-01 17:50:00;13.6;6.721376;5.607687
2022-06-01 18:00:00;13.6;6.727099;5.607687
2022-06-01 18:10:00;13.6;6.737005;5.607687
2022-06-01 18:20:00;13.6;4.941403;5.607687
2022-06-01 18:30:00;13.5;4.495411;5.599329
2022-06-01 18:40:00;13.5;3.472738;5.599329
2022-06-01 18:50:00;13.4;1.838604;5.590971
2022-06-01 19:00:00;13.4;1.847296;5.590971
2022-06-01 19:10:00;13.3;2.345146;5.582612
2022-06-01 19:20:00;13.3;4.550917;5.582612
2022-06-01 19:30:00;13.3;4.5159;5.582612
2022-06-01 19:40:00;13.2;4.51287;5.574254
2022-06-01 19:50:00;13.1;4.504567;5.565895
2022-06-01 20:00:00;13.1;3.501416;5.565895
2022-06-01 20:10:00;13.0;3.405098;5.557537
2022-06-01 20:20:00;13.0;5.72915;5.557537
2022-06-01 20:30:00;13.0;0.084586;6.148968
2022-06-01 20:40:00;12.9;0.078414;6.13078
2022-06-01 20:50:00;12.9;0.07834;6.13078
2022-06-01 21:00:00;13.0;0.07812;6.148968
2022-06-01 21:10:00;12.9;0.078238;6.13078
2022-06-01 21:20:00;12.9;0.078234;6.13078
2022-06-01 21:30:00;12.9;0.078256;6.13078
2022-06-01 21:40:00;12.9;0.078167;6.13078
2022-06-01 21:50:00;12.8;0.078386;6.112592
2022-06-01 22:00:00;12.8;0.0784;6.112592
2022-06-01 22:10:00;12.9;0.078562;6.13078
2022-06-01 22:20:00;12.9;0.078448;6.13078
2022-06-01 22:30:00;12.9;0.078863;6.13078
2022-06-01 22:40:00;12.9;0.077628;6.13078
2022-06-01 22:50:00;13.0;0.077701;6.148968
2022-06-01 23:00:00;12.9;0.077492;6.13078
2022-06-01 23:10:00;12.9;0.077307;6.13078
2022-06-01 23:20:00;12.8;0.077423;6.112592
2022-06-01 23:30:00;12.8;0.077549;6.112592
2022-06-01 23:40:00;12.8;0.077699;6.112592
2022-06-01 23:50:00;12.8;0.077794;6.112592
2022-06-02 00:00:00;12.9;0.077776;6.13078
2022-06-02 00:10:00;12.9;0.077746;6.13078
2022-06-02 00:20:00;12.8;0.077694;6.112592
2022-06-02 00:30:00;12.8;0.077721;6.112592
2022-06-02 00:40:00;12.8;0.077495;6.112592
2022-06-02 00:50:00;12.7;0.077246;6.094404
2022-06-02 01:00:00;12.6;0.077335;6.076216
2022-06-02 01:10:00;12.6;0.077596;6.076216
2022-06-02 01:20:00;12.6;0.077635;6.076216
2022-06-02 01:30:00;12.5;0.077556;5.998315
2022-06-02 01:40:00;12.5;0.07742;5.998315
2022-06-02 01:50:00;12.3;0.077531;6.04905
2022-06-02 02:00:00;12.2;0.077435;6.074418
2022-06-02 02:10:00;12.1;0.077597;6.099786
2022-06-02 02:20:00;12.1;0.07791;6.099786
2022-06-02 02:30:00;12.1;0.078302;6.099786
2022-06-02 02:40:00;12.1;0.078471;6.099786
2022-06-02 02:50:00;12.0;0.078399;6.125153
2022-06-02 03:00:00;12.0;0.094143;6.125153
2022-06-02 03:10:00;12.1;0.13716;6.099786
2022-06-02 03:20:00;12.2;0.078326;6.074418
2022-06-02 03:30:00;12.1;0.089288;6.099786
2022-06-02 03:40:00;12.0;0.11018;6.125153
2022-06-02 03:50:00;12.0;0.077495;6.125153
2022-06-02 04:00:00;12.1;0.077032;6.099786
2022-06-02 04:10:00;12.2;0.077887;6.074418
2022-06-02 04:20:00;12.3;0.077812;6.04905
2022-06-02 04:30:00;12.3;0.092783;6.04905
2022-06-02 04:40:00;12.4;0.154212;6.023683
2022-06-02 04:50:00;12.5;0.077111;5.998315
2022-06-02 05:00:00;12.6;0.097488;6.076216
2022-06-02 05:10:00;12.6;0.13177;6.076216
2022-06-02 05:20:00;12.8;0.077128;6.112592
2022-06-02 05:30:00;12.8;0.088204;6.112592
2022-06-02 05:40:00;13.2;0.161108;6.185344
2022-06-02 05:50:00;13.5;0.080474;6.239908
2022-06-02 06:00:00;13.7;0.092111;6.276284
2022-06-02 06:10:00;14.0;0.15576;6.330848
2022-06-02 06:20:00;14.3;0.126835;6.385412
