Zeit_CET/CEST;°C_Umgebung;kW_gemessen;kW_Baseline;kW_Baseline_Öffnungszeiten_korrigiert
2021-10-09 00:00:00;6.7;4.891562;17.508485;13.838111
2021-10-09 00:15:00;6.7;4.857984;17.508485;13.838111
2021-10-09 00:30:00;6.2;4.815076;16.979632;13.838111
2021-10-09 00:45:00;5.8;4.839792;16.55655;13.838111
2021-10-09 01:00:00;6.0;0.464773;16.768091;16.768091
2021-10-09 01:15:00;6.2;0.12368;16.926747;16.926747
2021-10-09 01:30:00;6.2;0.122869;16.979632;16.979632
2021-10-09 01:45:00;5.8;0.122756;16.609435;16.609435
2021-10-09 02:00:00;5.7;0.121964;16.450779;16.450779
2021-10-09 02:15:00;5.2;0.121692;15.869041;15.869041
2021-10-09 02:30:00;4.9;0.119013;15.604614;15.604614
2021-10-09 02:45:00;5.2;0.120009;15.921926;15.921926
2021-10-09 03:00:00;4.7;0.121313;15.393073;15.393073
2021-10-09 03:15:00;4.8;0.12302;15.551729;15.551729
2021-10-09 03:30:00;4.8;0.123207;15.498844;15.498844
2021-10-09 03:45:00;5.6;0.12309;16.292123;16.292123
2021-10-09 04:00:00;5.6;0.122388;16.345009;16.345009
2021-10-09 04:15:00;5.8;0.122211;16.503665;16.503665
2021-10-09 04:30:00;5.1;0.121964;15.816156;15.816156
2021-10-09 04:45:00;5.3;0.122755;16.027697;16.027697
2021-10-09 05:00:00;5.2;0.121607;15.921926;15.921926
2021-10-09 05:15:00;4.9;0.120928;15.604614;15.604614
2021-10-09 05:30:00;4.9;0.12049;15.604614;15.604614
2021-10-09 05:45:00;5.2;0.120109;15.869041;15.869041
2021-10-09 06:00:00;5.2;0.11969;15.921926;15.921926
2021-10-09 06:15:00;5.6;0.119064;16.292123;16.292123
2021-10-09 06:30:00;5.5;0.1204;16.239238;16.239238
2021-10-09 06:45:00;5.4;0.121147;16.133467;16.133467
2021-10-09 07:00:00;5.2;0.123202;15.921926;15.921926
2021-10-09 07:15:00;4.9;0.119846;15.6575;15.6575
2021-10-09 07:30:00;4.8;0.12083;15.498844;15.498844
2021-10-09 07:45:00;4.9;0.120991;15.6575;15.6575
2021-10-09 08:00:00;5.3;0.119643;16.027697;16.027697
2021-10-09 08:15:00;5.7;0.123692;16.450779;16.450779
2021-10-09 08:30:00;6.0;0.12155;16.768091;16.768091
2021-10-09 08:45:00;6.3;0.11963;17.085403;17.085403
2021-10-09 09:00:00;6.4;4.309138;17.191174;17.191174
2021-10-09 09:15:00;6.4;4.951774;17.244059;17.244059
2021-10-09 09:30:00;6.4;4.859929;17.191174;17.191174
2021-10-09 09:45:00;6.6;4.885712;17.34983;17.34983
2021-10-09 10:00:00;6.9;4.887314;17.720027;17.720027
2021-10-09 10:15:00;7.2;4.887027;17.984453;17.984453
2021-10-09 10:30:00;7.1;4.852862;17.931568;17.931568
2021-10-09 10:45:00;7.6;4.912485;18.513306;18.513306
2021-10-09 11:00:00;8.2;4.888627;19.095045;19.095045
2021-10-09 11:15:00;8.9;4.925286;19.835439;19.835439
2021-10-09 11:30:00;9.7;4.885404;20.681604;20.681604
2021-10-09 11:45:00;10.1;4.855473;21.104686;21.104686
2021-10-09 12:00:00;10.6;4.879695;21.633539;21.633539
2021-10-09 12:15:00;11.1;4.768196;22.162392;22.162392
2021-10-09 12:30:00;11.4;4.699419;22.479704;22.479704
2021-10-09 12:45:00;11.9;4.747904;22.955672;22.955672
2021-10-09 13:00:00;12.4;4.666812;23.53741;23.53741
2021-10-09 13:15:00;12.6;4.672787;23.748952;23.748952
2021-10-09 13:30:00;12.8;4.627069;23.960493;23.960493
2021-10-09 13:45:00;13.1;4.734855;24.277805;24.277805
2021-10-09 14:00:00;13.2;4.639049;24.383575;24.383575
2021-10-09 14:15:00;13.8;4.574342;24.965314;24.965314
2021-10-09 14:30:00;13.8;4.532902;25.018199;25.018199
2021-10-09 14:45:00;13.8;4.668622;25.071084;25.071084
2021-10-09 15:00:00;13.8;4.556896;25.018199;25.018199
2021-10-09 15:15:00;13.8;4.601794;24.965314;24.965314
2021-10-09 15:30:00;13.7;4.630399;24.912428;24.912428
2021-10-09 15:45:00;13.8;4.646586;25.018199;25.018199
2021-10-09 16:00:00;13.8;4.567548;25.018199;25.018199
2021-10-09 16:15:00;13.5;4.594637;24.700887;24.700887
2021-10-09 16:30:00;13.5;4.64079;24.700887;24.700887
2021-10-09 16:45:00;13.4;4.59635;24.542231;24.542231
2021-10-09 17:00:00;13.2;4.607847;24.383575;24.383575
2021-10-09 17:15:00;13.0;4.621468;24.224919;24.224919
2021-10-09 17:30:00;12.9;4.70926;24.066263;24.066263
2021-10-09 17:45:00;12.6;4.602071;23.696066;23.696066
2021-10-09 18:00:00;12.2;4.688506;23.325869;23.325869
2021-10-09 18:15:00;11.6;4.671912;22.63836;22.63836
2021-10-09 18:30:00;10.9;4.765253;21.950851;21.950851
2021-10-09 18:45:00;10.2;4.66464;21.263342;21.263342
2021-10-09 19:00:00;10.2;4.701316;21.210457;21.210457
2021-10-09 19:15:00;9.4;4.71671;20.311407;20.311407
2021-10-09 19:30:00;8.1;4.726834;18.989274;18.989274
2021-10-09 19:45:00;7.2;4.783987;18.090224;18.090224
2021-10-09 20:00:00;8.5;4.699879;19.412356;19.412356
2021-10-09 20:15:00;7.2;4.723769;18.090224;18.090224
2021-10-09 20:30:00;6.3;4.782478;17.085403;17.085403
2021-10-09 20:45:00;5.0;4.85305;15.710385;15.710385
2021-10-09 21:00:00;4.9;4.891452;15.604614;15.604614
2021-10-09 21:15:00;5.3;4.882266;16.027697;16.027697
2021-10-09 21:30:00;5.4;4.838697;16.133467;16.133467
2021-10-09 21:45:00;6.2;4.859171;16.926747;16.926747
2021-10-09 22:00:00;5.8;4.895251;16.55655;16.55655
2021-10-09 22:15:00;5.7;4.813634;16.450779;16.450779
2021-10-09 22:30:00;5.8;4.88281;16.55655;16.55655
2021-10-09 22:45:00;5.4;4.905489;16.133467;16.133467
2021-10-09 23:00:00;5.9;4.838888;16.662321;13.838111
2021-10-09 23:15:00;6.2;4.84919;16.979632;13.838111
2021-10-09 23:30:00;6.3;4.886093;17.085403;13.838111
2021-10-09 23:45:00;5.8;4.859992;16.55655;13.838111
2021-10-10 00:00:00;5.4;4.881161;16.133467;13.838111
2021-10-10 00:15:00;5.6;4.876103;16.292123;13.838111
2021-10-10 00:30:00;5.2;4.909208;15.921926;13.838111
2021-10-10 00:45:00;5.2;4.982044;15.869041;13.838111
2021-10-10 01:00:00;4.0;0.69202;14.652679;14.652679
2021-10-10 01:15:00;1.6;0.346869;13.838111;13.838111
2021-10-10 01:30:00;0.8;0.345568;13.838111;13.838111
2021-10-10 01:45:00;1.5;0.345108;13.838111;13.838111
2021-10-10 02:00:00;2.3;0.344376;13.838111;13.838111
2021-10-10 02:15:00;2.0;0.343368;13.838111;13.838111
2021-10-10 02:30:00;2.7;0.34522;13.838111;13.838111
2021-10-10 02:45:00;2.0;0.345593;13.838111;13.838111
2021-10-10 03:00:00;2.0;0.434458;13.838111;13.838111
2021-10-10 03:15:00;1.6;0.728747;13.838111;13.838111
2021-10-10 03:30:00;1.7;0.70597;13.838111;13.838111
2021-10-10 03:45:00;2.1;0.683635;13.838111;13.838111
2021-10-10 04:00:00;2.4;0.681324;13.838111;13.838111
2021-10-10 04:15:00;1.8;0.681466;13.838111;13.838111
2021-10-10 04:30:00;2.2;0.680138;13.838111;13.838111
2021-10-10 04:45:00;1.5;0.68057;13.838111;13.838111
2021-10-10 05:00:00;2.0;0.676462;13.838111;13.838111
2021-10-10 05:15:00;2.0;0.677138;13.838111;13.838111
2021-10-10 05:30:00;2.0;0.676545;13.838111;13.838111
2021-10-10 05:45:00;1.9;0.67875;13.838111;13.838111
2021-10-10 06:00:00;0.7;0.680709;13.838111;13.838111
2021-10-10 06:15:00;-0.0;0.678126;13.838111;13.838111
2021-10-10 06:30:00;0.0;0.677585;13.838111;13.838111
2021-10-10 06:45:00;-0.2;0.677749;13.838111;13.838111
2021-10-10 07:00:00;-0.2;0.680631;13.838111;13.838111
2021-10-10 07:15:00;-1.3;0.677868;13.838111;13.838111
2021-10-10 07:30:00;-2.0;0.677723;13.838111;13.838111
2021-10-10 07:45:00;-1.6;0.676299;13.838111;13.838111
2021-10-10 08:00:00;-1.9;0.676355;13.838111;13.838111
2021-10-10 08:15:00;-1.5;0.674454;13.838111;13.838111
2021-10-10 08:30:00;0.6;0.680853;13.838111;13.838111
2021-10-10 08:45:00;1.8;0.639582;13.838111;13.838111
2021-10-10 09:00:00;3.4;4.357947;14.018055;14.018055
2021-10-10 09:15:00;4.2;4.88546;14.86422;14.86422
2021-10-10 09:30:00;5.0;4.975628;15.710385;15.710385
2021-10-10 09:45:00;5.4;5.015067;16.186353;16.186353
2021-10-10 10:00:00;5.8;5.027055;16.55655;16.55655
2021-10-10 10:15:00;6.4;5.007604;17.244059;17.244059
2021-10-10 10:30:00;6.5;4.894404;17.296944;17.296944
2021-10-10 10:45:00;6.9;4.837559;17.720027;17.720027
2021-10-10 11:00:00;7.3;4.785017;18.143109;18.143109
2021-10-10 11:15:00;8.0;4.803212;18.883503;18.883503
2021-10-10 11:30:00;8.3;4.715487;19.200815;19.200815
2021-10-10 11:45:00;8.8;4.733126;19.729668;19.729668
2021-10-10 12:00:00;8.5;4.737103;19.412356;19.412356
2021-10-10 12:15:00;9.1;4.716318;20.099865;20.099865
2021-10-10 12:30:00;9.0;4.661453;19.94121;19.94121
2021-10-10 12:45:00;10.0;4.710056;21.051801;21.051801
2021-10-10 13:00:00;9.9;4.708385;20.893145;20.893145
2021-10-10 13:15:00;10.4;4.684886;21.474883;21.474883
2021-10-10 13:30:00;11.3;4.672082;22.373934;22.373934
2021-10-10 13:45:00;11.0;4.691334;22.109507;22.109507
2021-10-10 14:00:00;11.4;4.672124;22.479704;22.479704
2021-10-10 14:15:00;11.4;4.69013;22.532589;22.532589
2021-10-10 14:30:00;11.6;4.688361;22.691245;22.691245
2021-10-10 14:45:00;11.6;4.639105;22.691245;22.691245
2021-10-10 15:00:00;11.8;4.752303;22.902787;22.902787
2021-10-10 15:15:00;11.8;4.647174;22.902787;22.902787
2021-10-10 15:30:00;12.0;4.642347;23.114328;23.114328
2021-10-10 15:45:00;11.9;4.606228;23.008557;23.008557
2021-10-10 16:00:00;11.9;4.684333;23.008557;23.008557
2021-10-10 16:15:00;11.9;4.673395;23.008557;23.008557
2021-10-10 16:30:00;11.8;4.632349;22.902787;22.902787
2021-10-10 16:45:00;11.9;4.656847;22.955672;22.955672
2021-10-10 17:00:00;11.7;4.693826;22.797016;22.797016
2021-10-10 17:15:00;11.8;4.730037;22.849901;22.849901
2021-10-10 17:30:00;11.4;4.659103;22.479704;22.479704
2021-10-10 17:45:00;11.2;4.671234;22.268163;22.268163
2021-10-10 18:00:00;10.8;4.65326;21.845081;21.845081
2021-10-10 18:15:00;10.6;4.660338;21.633539;21.633539
2021-10-10 18:30:00;9.4;4.716779;20.364292;20.364292
2021-10-10 18:45:00;6.8;4.721827;17.667141;17.667141
2021-10-10 19:00:00;6.4;4.707324;17.191174;17.191174
2021-10-10 19:15:00;5.2;4.795183;15.869041;15.869041
2021-10-10 19:30:00;4.7;4.768904;15.393073;15.393073
2021-10-10 19:45:00;4.2;4.853434;14.86422;14.86422
2021-10-10 20:00:00;3.9;4.782754;14.546908;14.546908
2021-10-10 20:15:00;4.0;4.77272;14.599794;14.599794
2021-10-10 20:30:00;3.5;4.853193;14.123826;14.123826
2021-10-10 20:45:00;3.0;4.815629;13.838111;13.838111
2021-10-10 21:00:00;2.4;4.875457;13.838111;13.838111
2021-10-10 21:15:00;3.0;4.770874;13.838111;13.838111
2021-10-10 21:30:00;1.5;4.865274;13.838111;13.838111
2021-10-10 21:45:00;1.5;4.841668;13.838111;13.838111
2021-10-10 22:00:00;1.2;4.827141;13.838111;13.838111
2021-10-10 22:15:00;1.4;4.883946;13.838111;13.838111
2021-10-10 22:30:00;0.9;4.881491;13.838111;13.838111
2021-10-10 22:45:00;1.6;4.864037;13.838111;13.838111
2021-10-10 23:00:00;0.9;4.847986;13.838111;13.838111
2021-10-10 23:15:00;0.4;4.888875;13.838111;13.838111
2021-10-10 23:30:00;0.3;4.925903;13.838111;13.838111
2021-10-10 23:45:00;0.8;4.967078;13.838111;13.838111
2021-10-11 00:00:00;0.9;0.731466;13.838111;13.838111
2021-10-11 00:15:00;0.6;0.729988;13.838111;13.838111
2021-10-11 00:30:00;0.6;0.729649;13.838111;13.838111
2021-10-11 00:45:00;-0.3;0.731093;13.838111;13.838111
2021-10-11 01:00:00;0.2;0.689804;13.838111;13.838111
2021-10-11 01:15:00;0.7;0.680705;13.838111;13.838111
2021-10-11 01:30:00;-1.2;0.685499;13.838111;13.838111
2021-10-11 01:45:00;-1.2;0.686603;13.838111;13.838111
2021-10-11 02:00:00;-1.0;0.685167;13.838111;13.838111
2021-10-11 02:15:00;-1.2;0.679525;13.838111;13.838111
2021-10-11 02:30:00;-1.4;0.680666;13.838111;13.838111
2021-10-11 02:45:00;-1.2;0.680822;13.838111;13.838111
2021-10-11 03:00:00;-0.8;0.683327;13.838111;13.838111
2021-10-11 03:15:00;-1.4;0.682855;13.838111;13.838111
2021-10-11 03:30:00;-1.0;0.680166;13.838111;13.838111
2021-10-11 03:45:00;-1.5;0.680071;13.838111;13.838111
2021-10-11 04:00:00;-1.6;0.675905;13.838111;13.838111
2021-10-11 04:15:00;-1.8;0.672983;13.838111;13.838111
2021-10-11 04:30:00;-1.5;0.674235;13.838111;13.838111
2021-10-11 04:45:00;-1.5;0.678456;13.838111;13.838111
2021-10-11 05:00:00;-0.5;0.676437;13.838111;13.838111
2021-10-11 05:15:00;-0.4;0.674671;13.838111;13.838111
2021-10-11 05:30:00;-0.2;0.672957;13.838111;13.838111
2021-10-11 05:45:00;0.0;0.672793;13.838111;13.838111
2021-10-11 06:00:00;-0.4;0.680535;13.838111;13.838111
2021-10-11 06:15:00;-0.4;0.681195;13.838111;13.838111
2021-10-11 06:30:00;-0.2;0.677899;13.838111;13.838111
2021-10-11 06:45:00;-0.8;0.679844;13.838111;13.838111
2021-10-11 07:00:00;-1.5;0.679985;13.838111;13.838111
2021-10-11 07:15:00;-1.2;0.677819;13.838111;13.838111
2021-10-11 07:30:00;-0.2;0.676996;13.838111;13.838111
2021-10-11 07:45:00;-1.5;0.673749;13.838111;13.838111
2021-10-11 08:00:00;0.0;0.67518;13.838111;13.838111
2021-10-11 08:15:00;0.1;0.654195;13.838111;13.838111
2021-10-11 08:30:00;0.2;0.672492;13.838111;13.838111
2021-10-11 08:45:00;1.1;0.589959;13.838111;13.838111
2021-10-11 09:00:00;2.0;4.168818;13.838111;13.838111
2021-10-11 09:15:00;2.8;5.068188;13.838111;13.838111
2021-10-11 09:30:00;3.6;5.03877;14.229596;14.229596
2021-10-11 09:45:00;4.2;4.896999;14.86422;14.86422
2021-10-11 10:00:00;4.9;4.85327;15.604614;15.604614
2021-10-11 10:15:00;5.8;4.859757;16.55655;16.55655
2021-10-11 10:30:00;6.4;4.751219;17.191174;17.191174
2021-10-11 10:45:00;7.2;4.801226;18.090224;18.090224
2021-10-11 11:00:00;8.1;4.81161;18.989274;18.989274
2021-10-11 11:15:00;8.4;4.739166;19.359471;19.359471
2021-10-11 11:30:00;8.6;4.692031;19.518127;19.518127
2021-10-11 11:45:00;8.9;4.704975;19.835439;19.835439
2021-10-11 12:00:00;9.7;4.675632;20.681604;20.681604
2021-10-11 12:15:00;10.2;4.665892;21.263342;21.263342
2021-10-11 12:30:00;10.2;4.674703;21.210457;21.210457
2021-10-11 12:45:00;10.9;4.71297;21.950851;21.950851
2021-10-11 13:00:00;11.2;4.717854;22.268163;22.268163
2021-10-11 13:15:00;11.4;4.72313;22.426819;22.426819
2021-10-11 13:30:00;11.8;4.677777;22.902787;22.902787
2021-10-11 13:45:00;11.6;4.678648;22.744131;22.744131
2021-10-11 14:00:00;12.3;4.654472;23.43164;23.43164
2021-10-11 14:15:00;12.4;4.628937;23.484525;23.484525
2021-10-11 14:30:00;12.4;4.609932;23.53741;23.53741
2021-10-11 14:45:00;12.5;4.683084;23.643181;23.643181
2021-10-11 15:00:00;12.3;4.580775;23.43164;23.43164
2021-10-11 15:15:00;12.4;4.562594;23.53741;23.53741
2021-10-11 15:30:00;12.6;4.589147;23.748952;23.748952
2021-10-11 15:45:00;12.4;4.69403;23.590296;23.590296
2021-10-11 16:00:00;12.8;4.642673;23.960493;23.960493
2021-10-11 16:15:00;12.6;4.628077;23.748952;23.748952
2021-10-11 16:30:00;12.2;4.651214;23.325869;23.325869
2021-10-11 16:45:00;12.4;4.667881;23.484525;23.484525
2021-10-11 17:00:00;12.1;4.589253;23.220098;23.220098
2021-10-11 17:15:00;11.8;4.64634;22.955672;22.955672
2021-10-11 17:30:00;11.8;4.661712;22.902787;22.902787
2021-10-11 17:45:00;11.3;4.730769;22.373934;22.373934
2021-10-11 18:00:00;11.0;4.684749;22.056622;22.056622
2021-10-11 18:15:00;11.0;4.686048;22.003736;22.003736
2021-10-11 18:30:00;10.7;4.6987;21.73931;21.73931
2021-10-11 18:45:00;8.9;4.685876;19.782554;19.782554
2021-10-11 19:00:00;7.8;4.724098;18.671962;18.671962
2021-10-11 19:15:00;8.2;4.704381;19.14793;19.14793
2021-10-11 19:30:00;8.0;4.695389;18.883503;18.883503
2021-10-11 19:45:00;9.4;4.694442;20.417177;20.417177
2021-10-11 20:00:00;8.9;4.737136;19.835439;19.835439
2021-10-11 20:15:00;7.4;4.664188;18.24888;18.24888
2021-10-11 20:30:00;7.6;4.698009;18.460421;18.460421
2021-10-11 20:45:00;7.6;4.697235;18.513306;18.513306
2021-10-11 21:00:00;8.6;4.697744;19.518127;19.518127
2021-10-11 21:15:00;7.4;4.880857;18.24888;18.24888
2021-10-11 21:30:00;6.7;4.788863;17.508485;17.508485
2021-10-11 21:45:00;7.0;4.818481;17.825797;17.825797
2021-10-11 22:00:00;7.3;4.862219;18.143109;18.143109
2021-10-11 22:15:00;7.6;4.863032;18.460421;18.460421
2021-10-11 22:30:00;7.1;4.847878;17.931568;17.931568
2021-10-11 22:45:00;7.4;4.881727;18.301765;18.301765
2021-10-11 23:00:00;8.4;4.831152;19.306586;19.306586
2021-10-11 23:15:00;8.2;4.843102;19.095045;19.095045
2021-10-11 23:30:00;8.2;4.872345;19.095045;19.095045
2021-10-11 23:45:00;7.6;4.93781;18.513306;18.513306
2021-10-12 00:00:00;7.7;0.646925;18.566192;18.566192
2021-10-12 00:15:00;7.8;0.16716;18.724847;18.724847
2021-10-12 00:30:00;7.7;0.120544;18.566192;18.566192
2021-10-12 00:45:00;7.7;0.1207;18.566192;18.566192
2021-10-12 01:00:00;7.8;0.120862;18.671962;18.671962
2021-10-12 01:15:00;7.4;0.121118;18.301765;18.301765
2021-10-12 01:30:00;6.9;0.120194;17.720027;17.720027
2021-10-12 01:45:00;7.0;0.120094;17.825797;17.825797
2021-10-12 02:00:00;6.9;0.119403;17.720027;17.720027
2021-10-12 02:15:00;6.7;0.119687;17.508485;17.508485
2021-10-12 02:30:00;6.8;0.119693;17.614256;17.614256
2021-10-12 02:45:00;8.0;0.120098;18.830618;18.830618
2021-10-12 03:00:00;8.1;0.120398;18.989274;18.989274
2021-10-12 03:15:00;7.6;0.120713;18.460421;18.460421
2021-10-12 03:30:00;7.1;0.121288;17.931568;17.931568
2021-10-12 03:45:00;7.4;0.120992;18.195994;18.195994
2021-10-12 04:00:00;6.9;0.120235;17.720027;17.720027
2021-10-12 04:15:00;7.0;0.12035;17.878683;17.878683
2021-10-12 04:30:00;7.1;0.120441;17.931568;17.931568
2021-10-12 04:45:00;7.4;0.120597;18.195994;18.195994
2021-10-12 05:00:00;6.9;0.119654;17.720027;17.720027
2021-10-12 05:15:00;6.6;0.119027;17.4556;17.4556
2021-10-12 05:30:00;6.5;0.119729;17.296944;17.296944
2021-10-12 05:45:00;6.7;0.119655;17.508485;17.508485
2021-10-12 06:00:00;6.4;0.120876;17.191174;17.191174
2021-10-12 06:15:00;6.8;0.12014;17.667141;17.667141
2021-10-12 06:30:00;7.1;0.120484;17.931568;17.931568
2021-10-12 06:45:00;7.0;0.11901;17.878683;17.878683
2021-10-12 07:00:00;7.1;0.11906;17.931568;17.931568
2021-10-12 07:15:00;7.2;0.12014;18.037339;18.037339
2021-10-12 07:30:00;7.4;0.118587;18.24888;18.24888
2021-10-12 07:45:00;7.4;0.119116;18.24888;18.24888
2021-10-12 08:00:00;7.6;0.118804;18.460421;18.460421
2021-10-12 08:15:00;7.5;0.123137;18.35465;18.35465
2021-10-12 08:30:00;7.6;0.172791;18.460421;18.460421
2021-10-12 08:45:00;7.8;0.172786;18.724847;18.724847
2021-10-12 09:00:00;8.1;4.292828;18.989274;18.989274
2021-10-12 09:15:00;8.2;4.921772;19.095045;19.095045
2021-10-12 09:30:00;8.3;4.859933;19.200815;19.200815
2021-10-12 09:45:00;8.4;4.839647;19.253701;19.253701
2021-10-12 10:00:00;8.3;4.828633;19.200815;19.200815
2021-10-12 10:15:00;8.2;4.818585;19.095045;19.095045
2021-10-12 10:30:00;8.2;4.822077;19.095045;19.095045
2021-10-12 10:45:00;8.2;4.82053;19.095045;19.095045
2021-10-12 11:00:00;8.3;4.814334;19.200815;19.200815
2021-10-12 11:15:00;8.0;4.810636;18.830618;18.830618
2021-10-12 11:30:00;8.0;4.803037;18.883503;18.883503
2021-10-12 11:45:00;8.6;4.798254;19.465242;19.465242
2021-10-12 12:00:00;8.6;4.794566;19.518127;19.518127
2021-10-12 12:15:00;9.0;4.85143;19.994095;19.994095
2021-10-12 12:30:00;8.9;4.865925;19.835439;19.835439
2021-10-12 12:45:00;9.2;4.741032;20.205636;20.205636
2021-10-12 13:00:00;9.4;4.745464;20.364292;20.364292
2021-10-12 13:15:00;9.6;4.748038;20.522948;20.522948
2021-10-12 13:30:00;9.6;4.747985;20.575833;20.575833
2021-10-12 13:45:00;9.8;4.770409;20.787374;20.787374
2021-10-12 14:00:00;9.7;4.716684;20.681604;20.681604
2021-10-12 14:15:00;9.8;4.703397;20.787374;20.787374
2021-10-12 14:30:00;9.8;4.698316;20.787374;20.787374
2021-10-12 14:45:00;9.8;4.689;20.734489;20.734489
2021-10-12 15:00:00;9.8;4.730514;20.787374;20.787374
2021-10-12 15:15:00;9.6;4.72854;20.628718;20.628718
2021-10-12 15:30:00;9.3;4.684174;20.258521;20.258521
2021-10-12 15:45:00;9.6;4.676852;20.575833;20.575833
2021-10-12 16:00:00;9.8;4.738045;20.787374;20.787374
2021-10-12 16:15:00;9.8;4.738309;20.787374;20.787374
2021-10-12 16:30:00;9.9;4.735868;20.893145;20.893145
2021-10-12 16:45:00;9.8;4.813592;20.787374;20.787374
2021-10-12 17:00:00;9.7;4.685425;20.681604;20.681604
2021-10-12 17:15:00;9.6;4.662821;20.522948;20.522948
2021-10-12 17:30:00;9.4;4.668848;20.364292;20.364292
2021-10-12 17:45:00;9.4;4.660875;20.364292;20.364292
2021-10-12 18:00:00;9.2;4.66592;20.152751;20.152751
2021-10-12 18:15:00;9.1;4.670438;20.04698;20.04698
2021-10-12 18:30:00;8.9;4.726544;19.835439;19.835439
2021-10-12 18:45:00;8.9;4.705445;19.782554;19.782554
2021-10-12 19:00:00;8.8;4.725573;19.729668;19.729668
2021-10-12 19:15:00;8.8;4.762552;19.729668;19.729668
2021-10-12 19:30:00;8.7;4.765207;19.623898;19.623898
2021-10-12 19:45:00;8.6;4.736192;19.518127;19.518127
2021-10-12 20:00:00;8.3;4.703645;19.200815;19.200815
2021-10-12 20:15:00;8.2;4.680425;19.095045;19.095045
2021-10-12 20:30:00;8.2;4.69251;19.095045;19.095045
2021-10-12 20:45:00;8.2;4.797182;19.095045;19.095045
2021-10-12 21:00:00;8.3;4.743709;19.200815;19.200815
2021-10-12 21:15:00;8.2;4.744018;19.095045;19.095045
2021-10-12 21:30:00;8.2;4.807014;19.095045;19.095045
2021-10-12 21:45:00;8.0;4.764396;18.883503;18.883503
2021-10-12 22:00:00;7.9;4.746425;18.777733;18.777733
2021-10-12 22:15:00;7.7;4.740495;18.566192;18.566192
2021-10-12 22:30:00;7.8;4.774381;18.671962;18.671962
2021-10-12 22:45:00;7.6;4.734162;18.513306;18.513306
2021-10-12 23:00:00;7.7;4.783775;18.566192;18.566192
2021-10-12 23:15:00;7.8;4.781404;18.619077;18.619077
2021-10-12 23:30:00;7.9;4.755192;18.777733;18.777733
2021-10-12 23:45:00;7.8;4.829373;18.671962;18.671962
2021-10-13 00:00:00;7.4;0.812029;18.24888;18.24888
2021-10-13 00:15:00;7.3;0.51043;18.143109;18.143109
2021-10-13 00:30:00;7.1;0.508092;17.931568;17.931568
2021-10-13 00:45:00;7.1;0.508194;17.931568;17.931568
2021-10-13 01:00:00;7.1;0.507466;17.931568;17.931568
2021-10-13 01:15:00;7.0;0.495679;17.772912;17.772912
2021-10-13 01:30:00;6.9;0.482052;17.720027;17.720027
2021-10-13 01:45:00;6.8;0.505851;17.614256;17.614256
2021-10-13 02:00:00;6.8;0.503001;17.614256;17.614256
2021-10-13 02:15:00;6.8;0.504486;17.614256;17.614256
2021-10-13 02:30:00;6.9;0.504263;17.720027;17.720027
2021-10-13 02:45:00;6.8;0.505124;17.667141;17.667141
2021-10-13 03:00:00;6.8;0.490951;17.614256;17.614256
2021-10-13 03:15:00;6.8;0.479485;17.614256;17.614256
2021-10-13 03:30:00;6.8;0.502155;17.614256;17.614256
2021-10-13 03:45:00;6.8;0.502129;17.614256;17.614256
2021-10-13 04:00:00;6.7;0.503047;17.508485;17.508485
2021-10-13 04:15:00;6.4;0.503141;17.244059;17.244059
2021-10-13 04:30:00;6.1;0.474396;16.873862;16.873862
2021-10-13 04:45:00;5.8;0.48956;16.503665;16.503665
2021-10-13 05:00:00;5.5;0.500645;16.239238;16.239238
2021-10-13 05:15:00;5.4;0.501203;16.133467;16.133467
2021-10-13 05:30:00;5.2;0.499407;15.921926;15.921926
2021-10-13 05:45:00;5.0;0.502491;15.76327;15.76327
2021-10-13 06:00:00;4.8;0.462928;15.498844;15.498844
2021-10-13 06:15:00;4.8;0.502556;15.498844;15.498844
2021-10-13 06:30:00;3.9;0.505853;14.546908;14.546908
2021-10-13 06:45:00;4.4;0.503831;15.128647;15.128647
2021-10-13 07:00:00;4.9;0.505267;15.604614;15.604614
2021-10-13 07:15:00;4.6;0.502661;15.287303;15.287303
2021-10-13 07:30:00;4.8;0.465894;15.498844;15.498844
2021-10-13 07:45:00;4.2;0.498591;14.811335;14.811335
2021-10-13 08:00:00;4.6;4.094647;15.287303;15.287303
2021-10-13 08:15:00;5.2;4.895466;15.869041;15.869041
2021-10-13 08:30:00;5.4;4.638581;16.133467;16.133467
2021-10-13 08:45:00;5.5;4.132731;16.239238;16.239238
2021-10-13 09:00:00;5.5;3.181882;16.239238;16.239238
2021-10-13 09:15:00;5.9;4.098913;16.662321;16.662321
2021-10-13 09:30:00;6.0;4.092395;16.768091;16.768091
2021-10-13 09:45:00;5.9;4.17896;16.662321;16.662321
2021-10-13 10:00:00;5.9;4.251314;16.662321;16.662321
2021-10-13 10:15:00;6.2;4.249557;16.979632;16.979632
2021-10-13 10:30:00;6.6;4.240013;17.402715;17.402715
2021-10-13 10:45:00;6.4;4.195944;17.244059;17.244059
2021-10-13 11:00:00;7.1;4.193223;17.931568;17.931568
2021-10-13 11:15:00;7.3;4.190526;18.143109;18.143109
2021-10-13 11:30:00;7.9;4.194184;18.777733;18.777733
2021-10-13 11:45:00;7.7;4.210693;18.566192;18.566192
2021-10-13 12:00:00;7.5;4.204527;18.35465;18.35465
2021-10-13 12:15:00;7.8;4.192593;18.619077;18.619077
