Zeit_UTC;°C_Umgebung;kW_gemessen;kW_Baseline
2022-07-14 06:00:00;21.0;0.014518;13.487404
2022-07-14 06:10:00;21.4;0.033348;14.029143
2022-07-14 06:20:00;21.9;0.11215;14.706317
2022-07-14 06:30:00;22.5;0.140718;15.518926
2022-07-14 06:40:00;22.5;-999.0;15.518926
2022-07-14 06:50:00;22.8;-999.0;15.92523
2022-07-14 07:00:00;23.3;0.142476;16.602404
2022-07-14 07:10:00;24.0;0.14146;17.550448
2022-07-14 07:20:00;24.6;0.536639;18.363056
2022-07-14 07:30:00;24.9;6.505919;17.17827
2022-07-14 07:40:00;25.5;5.954935;18.113366
2022-07-14 07:50:00;25.7;0.617745;19.852839
2022-07-14 08:00:00;26.1;1.519028;19.048462
2022-07-14 08:10:00;26.8;1.605686;20.139407
2022-07-14 08:20:00;26.9;0.85173;21.478057
2022-07-14 08:30:00;27.0;0.97811;21.613491
2022-07-14 08:40:00;26.8;0.957063;21.342622
2022-07-14 08:50:00;26.8;0.898741;21.342622
2022-07-14 09:00:00;27.9;1.006292;21.85375
2022-07-14 09:10:00;28.3;1.082296;22.477147
2022-07-14 09:20:00;27.9;1.096863;21.85375
2022-07-14 09:30:00;28.6;2.839552;22.944695
2022-07-14 09:40:00;28.6;2.352219;22.944695
2022-07-14 09:50:00;28.7;1.288368;23.100544
2022-07-14 10:00:00;29.1;5.245154;23.723941
2022-07-14 10:10:00;29.5;4.085664;24.347339
2022-07-14 10:20:00;29.8;1.484682;24.814887
2022-07-14 10:30:00;29.4;1.608522;24.191489
2022-07-14 10:40:00;29.6;0.645666;25.134796
2022-07-14 10:50:00;30.0;0.524965;25.676535
2022-07-14 11:00:00;29.9;3.336871;24.970736
2022-07-14 11:10:00;30.2;8.240727;25.438284
2022-07-14 11:20:00;30.6;5.499635;26.061681
2022-07-14 11:30:00;30.3;3.516917;25.594133
2022-07-14 11:40:00;30.2;5.675028;25.438284
2022-07-14 11:50:00;30.9;2.899184;26.529229
2022-07-14 12:00:00;30.7;0.070352;26.624579
2022-07-14 12:10:00;30.9;0.069283;26.895448
2022-07-14 12:20:00;30.7;0.142886;26.624579
2022-07-14 12:30:00;31.6;0.34656;27.843492
2022-07-14 12:40:00;31.4;0.306556;27.572622
2022-07-14 12:50:00;31.5;0.254246;27.708057
2022-07-14 13:00:00;31.4;0.121352;27.572622
2022-07-14 13:10:00;31.0;0.090976;27.030883
2022-07-14 13:20:00;31.1;0.068875;27.166318
2022-07-14 13:30:00;31.5;0.125911;27.708057
2022-07-14 13:40:00;31.6;0.149007;27.843492
2022-07-14 13:50:00;31.6;0.150797;27.843492
2022-07-14 14:00:00;31.9;0.14525;28.249796
2022-07-14 14:10:00;31.8;0.069397;28.114361
2022-07-14 14:20:00;31.9;0.311681;28.249796
2022-07-14 14:30:00;31.9;0.09271;28.249796
2022-07-14 14:40:00;32.1;0.069758;28.520666
2022-07-14 14:50:00;32.0;0.946506;28.385231
2022-07-14 15:00:00;32.2;1.666116;28.555271
2022-07-14 15:10:00;32.4;0.71523;28.92697
2022-07-14 15:20:00;32.2;0.083265;28.6561
2022-07-14 15:30:00;31.8;0.094978;28.114361
2022-07-14 15:40:00;31.1;0.084347;27.166318
2022-07-14 15:50:00;31.0;0.084018;27.030883
2022-07-14 16:00:00;30.8;0.108322;26.760013
2022-07-14 16:10:00;30.7;0.084166;26.624579
2022-07-14 16:20:00;30.9;0.084302;26.895448
2022-07-14 16:30:00;30.7;0.083994;26.624579
2022-07-14 16:40:00;31.1;0.084139;27.166318
2022-07-14 16:50:00;30.9;0.084335;26.895448
2022-07-14 17:00:00;30.6;0.083837;26.489144
2022-07-14 17:10:00;30.3;0.083447;26.082839
2022-07-14 17:20:00;30.1;0.083306;25.81197
2022-07-14 17:30:00;30.0;0.083465;25.676535
2022-07-14 17:40:00;30.2;0.083991;25.947405
2022-07-14 17:50:00;29.7;0.083777;25.270231
2022-07-14 18:00:00;29.5;0.084783;24.999361
2022-07-14 18:10:00;28.8;0.083625;24.051318
2022-07-14 18:20:00;27.2;0.084737;21.884361
2022-07-14 18:30:00;25.8;0.084685;19.988274
2022-07-14 18:40:00;25.4;0.084626;19.446535
2022-07-14 18:50:00;24.9;0.084864;18.769361
2022-07-14 19:00:00;24.1;0.08424;17.685883
2022-07-14 19:10:00;24.4;0.083588;18.092187
2022-07-14 19:20:00;24.8;0.084003;18.633926
2022-07-14 19:30:00;24.2;0.084073;17.821317
2022-07-14 19:40:00;23.6;0.084384;17.008709
2022-07-14 19:50:00;23.2;0.08421;16.466969
2022-07-14 20:00:00;23.0;0.083982;16.1961
2022-07-14 20:10:00;24.2;0.084445;17.821317
2022-07-14 20:20:00;23.6;0.084188;17.008709
2022-07-14 20:30:00;23.5;0.084284;16.873274
2022-07-14 20:40:00;22.7;0.084581;15.789795
2022-07-14 20:50:00;22.5;0.084787;15.518926
2022-07-14 21:00:00;22.2;0.133306;15.112622
2022-07-14 21:10:00;21.9;0.166243;14.706317
2022-07-14 21:20:00;21.6;0.168938;14.300013
2022-07-14 21:30:00;21.3;0.16189;13.893708
2022-07-14 21:40:00;21.1;0.163055;13.622839
2022-07-14 21:50:00;20.8;0.101569;13.216534
2022-07-14 22:00:00;19.9;0.131954;11.997621
2022-07-14 22:10:00;19.4;0.083384;11.320447
2022-07-14 22:20:00;19.1;0.083685;10.914143
2022-07-14 22:30:00;18.7;0.083566;10.372404
2022-07-14 22:40:00;19.2;0.083837;11.049578
2022-07-14 22:50:00;19.1;0.084064;10.914143
2022-07-14 23:00:00;19.2;0.083734;11.049578
2022-07-14 23:10:00;19.1;0.083689;10.914143
2022-07-14 23:20:00;19.0;0.083886;10.778708
2022-07-14 23:30:00;18.8;0.08378;10.507839
2022-07-14 23:40:00;18.7;0.083988;10.372404
2022-07-14 23:50:00;18.4;0.084109;9.9661
2022-07-15 00:00:00;18.6;0.08446;10.236969
2022-07-15 00:10:00;18.6;0.0844;10.236969
2022-07-15 00:20:00;18.5;0.084403;10.101534
2022-07-15 00:30:00;18.4;0.084603;9.9661
2022-07-15 00:40:00;18.2;0.084649;9.69523
2022-07-15 00:50:00;17.8;0.084131;9.153491
2022-07-15 01:00:00;17.5;0.083914;8.747186
2022-07-15 01:10:00;17.3;0.084369;8.476317
2022-07-15 01:20:00;17.0;0.084064;8.070012
2022-07-15 01:30:00;16.7;0.084534;7.663708
2022-07-15 01:40:00;16.5;0.084573;7.392839
2022-07-15 01:50:00;16.2;0.084312;6.986534
2022-07-15 02:00:00;16.2;0.084116;6.986534
2022-07-15 02:10:00;16.1;0.083756;6.851099
2022-07-15 02:20:00;16.0;0.083647;6.694607
2022-07-15 02:30:00;15.9;0.08375;6.676419
2022-07-15 02:40:00;15.8;0.083845;6.658231
2022-07-15 02:50:00;15.6;0.084893;6.621855
2022-07-15 03:00:00;15.3;0.084638;6.567291
2022-07-15 03:10:00;15.3;0.085028;6.567291
2022-07-15 03:20:00;15.0;0.08523;6.512728
2022-07-15 03:30:00;14.6;0.085215;6.439976
2022-07-15 03:40:00;14.5;0.085467;6.421788
2022-07-15 03:50:00;14.3;0.083787;6.385412
2022-07-15 04:00:00;14.1;0.084809;6.349036
2022-07-15 04:10:00;14.2;0.08466;6.367224
2022-07-15 04:20:00;14.4;0.084752;6.4036
2022-07-15 04:30:00;14.7;0.133707;6.458164
2022-07-15 04:40:00;14.9;0.108928;6.49454
2022-07-15 04:50:00;15.0;0.084091;6.512728
2022-07-15 05:00:00;15.2;0.1334;6.549103
2022-07-15 05:10:00;15.8;0.153958;6.658231
2022-07-15 05:20:00;15.7;0.123211;6.640043
2022-07-15 05:30:00;16.6;0.142657;7.528273
2022-07-15 05:40:00;16.4;0.162064;7.257404
2022-07-15 05:50:00;16.8;0.166231;7.799143
2022-07-15 06:00:00;17.0;0.166211;8.070012
2022-07-15 06:10:00;17.4;0.164111;8.611752
2022-07-15 06:20:00;17.7;0.164762;9.018056
2022-07-15 06:30:00;17.9;0.164658;9.288926
2022-07-15 06:40:00;18.1;0.163258;9.559795
2022-07-15 06:50:00;18.8;0.162492;10.507839
2022-07-15 07:00:00;19.0;0.1615;10.778708
2022-07-15 07:10:00;19.4;0.161283;11.320447
2022-07-15 07:20:00;19.1;0.160427;10.914143
2022-07-15 07:30:00;19.0;0.164333;10.778708
2022-07-15 07:40:00;19.7;0.164753;11.726752
2022-07-15 07:50:00;19.7;0.16434;11.726752
2022-07-15 08:00:00;20.1;0.164379;12.268491
2022-07-15 08:10:00;20.1;0.16357;12.268491
2022-07-15 08:20:00;20.1;0.163546;12.268491
2022-07-15 08:30:00;20.6;0.16381;12.945665
2022-07-15 08:40:00;21.1;0.158827;13.622839
2022-07-15 08:50:00;20.4;0.161904;12.674795
2022-07-15 09:00:00;20.8;0.162526;13.216534
2022-07-15 09:10:00;21.2;0.162861;13.758274
2022-07-15 09:20:00;20.9;0.161707;13.351969
2022-07-15 09:30:00;21.4;0.162604;14.029143
2022-07-15 09:40:00;21.6;0.162203;14.300013
2022-07-15 09:50:00;21.6;0.133972;14.300013
2022-07-15 10:00:00;22.0;0.138125;14.841752
2022-07-15 10:10:00;21.8;0.164815;14.570882
2022-07-15 10:20:00;22.3;0.160045;15.248056
2022-07-15 10:30:00;21.8;0.16373;14.570882
2022-07-15 10:40:00;22.2;0.152933;15.112622
2022-07-15 10:50:00;22.7;0.120662;15.789795
2022-07-15 11:00:00;22.3;0.143919;15.248056
